circuit_id,method,status,selection_objective,selection_status,selection_error,tensor_v3_selection_status,tensor_v3_selection_error,tensor_v3_ranking_strategy,tensor_v3_profile,tensor_v3_mixed_slack,structural_cost,alphaq_target_status,alphaq_target_error,alphaq_nc_core_area_ratio,alphaq_dependency_core_area_ratio,alphaq_nc_core_area_delta_vs_original,alphaq_dependency_core_area_delta_vs_original,alphaq_nc_core_depth_ratio,alphaq_nc_core_width_ratio,alphaq_dependency_core_depth_ratio,alphaq_dependency_core_width_ratio,alphaq_total_depth_ratio,alphaq_total_area_ratio,alphaq_border_status,alphaq_border_error,alphaq_total_depth,alphaq_total_width,alphaq_total_area,alphaq_nc_core_depth,alphaq_nc_core_width,alphaq_nc_core_area,alphaq_core_tcount,alphaq_crossing_closure_count,alphaq_dependency_core_depth,alphaq_dependency_core_width,alphaq_dependency_core_area,alphaq_dependency_core_size,alphaq_dependency_core_tcount,alphaq_dependency_entangling_count,alphaq_dependency_closure_rounds,alphaq_dependency_internal_edge_count,alphaq_dependency_boundary_edge_count,alphaq_dependency_component_count,alphaq_dependency_largest_component_size,alphaq_dependency_largest_component_fraction,alphaq_dependency_chain_depth,alphaq_dependency_edge_density,alphaq_left_nc_core_depth,alphaq_left_nc_core_width,alphaq_left_nc_core_area,alphaq_left_crossing_closure_count,alphaq_right_nc_core_depth,alphaq_right_nc_core_width,alphaq_right_nc_core_area,alphaq_right_crossing_closure_count,alphaq_prefix_clifford_depth,alphaq_suffix_clifford_depth,alphaq_clifford_shaved_depth_fraction,primary_nc_depth_ratio,zx_total_depth_ratio,qasm_depth_ratio,tcount_ratio,tcount_after_selection,tdepth_after_selection,combo_index,assembled_qasm_path,error,tensor_v3_status,tensor_v3_error,tensor_v3_partition_id,tensor_v3_partition_kind,tensor_v3_tcount_tolerance,tensor_v3_target_mixed_weight,tensor_v3_gadget_mixed_weight,tensor_v3_gadget_mixed_weight_norm,tensor_v3_mixed_excess_norm,tensor_v3_mixed_auc_original,tensor_v3_mixed_auc_original_norm,tensor_v3_mixed_auc_greedy,tensor_v3_mixed_auc_greedy_norm,tensor_v3_singleton_bridge_count,tensor_v3_singleton_bridge_count_norm,tensor_v3_mixed_group_count,tensor_v3_mixed_group_count_norm,tensor_v3_num_factor_groups,tensor_v3_factor_count,tensor_v3_score_lex,tensor_v3_stable_factor_hash,tensor_v3_partition_metrics_json
hamming_weight_n4,public_resynth_tensor_v3_phase_slack,ok,tensor-v3,ok,,ok,,phase-slack-v1,conservative,0.2,7.676470588235294,ok,,2.457983193277311,7.676470588235294,1.6050420168067228,6.676470588235294,1.911764705882353,1.2857142857142858,5.970588235294118,1.2857142857142858,6.5,8.357142857142858,ok,,221,9,1989,65,9,585,21,50,203,9,1827,264,21,217,14,439,52,1,264,1.0,203,1.6692015209125475,211,9,1899,205,75,9,675,63,10,146,0.7058823529411765,2.5675675675675675,7.027027027027027,6.5,1.0,21,6,0,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/hamming_weight_n4/assembled.qasm,,ok,,semantic_role_k2,semantic-role,0.12,90.0,90.0,1.0,0.0,132.0,0.36666666666666664,132.0,0.36666666666666664,0.0,0.0,3.0,1.0,3.0,21.0,0;0.366666666667;0;f1491490d6284225,f1491490d6284225,"[{""factor_count"":21.0,""gadget_mixed_weight"":90.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":132.0,""mixed_auc_greedy_norm"":0.36666666666666664,""mixed_auc_original"":132.0,""mixed_auc_original_norm"":0.36666666666666664,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""0;0.366666666667;0;f1491490d6284225"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""f1491490d6284225"",""target_mixed_weight"":90.0},{""factor_count"":21.0,""gadget_mixed_weight"":90.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":132.0,""mixed_auc_greedy_norm"":0.36666666666666664,""mixed_auc_original"":132.0,""mixed_auc_original_norm"":0.36666666666666664,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""0;0.366666666667;0;f1491490d6284225"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""f1491490d6284225"",""target_mixed_weight"":90.0},{""factor_count"":21.0,""gadget_mixed_weight"":90.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":132.0,""mixed_auc_greedy_norm"":0.36666666666666664,""mixed_auc_original"":132.0,""mixed_auc_original_norm"":0.36666666666666664,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""0;0.366666666667;0;f1491490d6284225"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""f1491490d6284225"",""target_mixed_weight"":90.0},{""factor_count"":21.0,""gadget_mixed_weight"":102.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":132.0,""mixed_auc_greedy_norm"":0.3235294117647059,""mixed_auc_original"":132.0,""mixed_auc_original_norm"":0.3235294117647059,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""0;0.323529411765;0;f1491490d6284225"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""f1491490d6284225"",""target_mixed_weight"":102.0}]"
hamming_weight_n5,public_resynth_tensor_v3_phase_slack,ok,tensor-v3,ok,,ok,,phase-slack-v1,conservative,0.2,6.776315789473684,ok,,1.9407894736842106,6.776315789473684,1.0723684210526316,5.776315789473684,1.5526315789473684,1.25,5.421052631578948,1.25,5.894736842105263,7.368421052631579,ok,,224,10,2240,59,10,590,21,48,206,10,2060,280,21,233,14,466,53,1,280,1.0,206,1.6702508960573477,213,10,2130,221,70,10,700,61,11,154,0.7366071428571429,2.1951219512195124,6.390243902439025,5.894736842105263,1.0,21,4,0,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/hamming_weight_n5/assembled.qasm,,ok,,semantic_role_k2,semantic-role,0.12,126.0,126.0,1.0,0.0,192.0,0.38095238095238093,192.0,0.38095238095238093,0.0,0.0,3.0,1.0,3.0,21.0,0;0.380952380952;0;678eaefa9e20b5b2,678eaefa9e20b5b2,"[{""factor_count"":21.0,""gadget_mixed_weight"":126.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":192.0,""mixed_auc_greedy_norm"":0.38095238095238093,""mixed_auc_original"":192.0,""mixed_auc_original_norm"":0.38095238095238093,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""0;0.380952380952;0;678eaefa9e20b5b2"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""678eaefa9e20b5b2"",""target_mixed_weight"":126.0},{""factor_count"":21.0,""gadget_mixed_weight"":126.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":192.0,""mixed_auc_greedy_norm"":0.38095238095238093,""mixed_auc_original"":192.0,""mixed_auc_original_norm"":0.38095238095238093,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""0;0.380952380952;0;678eaefa9e20b5b2"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""678eaefa9e20b5b2"",""target_mixed_weight"":126.0},{""factor_count"":21.0,""gadget_mixed_weight"":126.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":192.0,""mixed_auc_greedy_norm"":0.38095238095238093,""mixed_auc_original"":192.0,""mixed_auc_original_norm"":0.38095238095238093,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""0;0.380952380952;0;678eaefa9e20b5b2"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""678eaefa9e20b5b2"",""target_mixed_weight"":126.0},{""factor_count"":21.0,""gadget_mixed_weight"":138.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":192.0,""mixed_auc_greedy_norm"":0.34782608695652173,""mixed_auc_original"":192.0,""mixed_auc_original_norm"":0.34782608695652173,""mixed_excess_norm"":0.0,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""0;0.347826086957;0;678eaefa9e20b5b2"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""678eaefa9e20b5b2"",""target_mixed_weight"":138.0}]"
gf_2pow2_mult,public_resynth_tensor_v3_phase_slack,ok,tensor-v3,ok,,ok,,phase-slack-v1,conservative,0.2,1.6904761904761905,ok,,1.4523809523809523,1.6904761904761905,0.5238095238095237,0.7142857142857143,1.4523809523809523,1.0,1.6904761904761905,1.0,3.4523809523809526,3.4523809523809526,ok,,145,6,870,61,6,366,17,54,71,6,426,86,17,69,3,136,24,1,86,1.0,71,1.6,134,6,804,127,72,6,432,61,11,73,0.5793103448275863,1.7272727272727273,3.7954545454545454,3.4523809523809526,0.6071428571428571,17,12,7,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/gf_2pow2_mult/assembled.qasm,,ok,,semantic_role_k2,semantic-role,0.12,66.0,270.0,4.090909090909091,3.090909090909091,636.0,0.6022727272727273,252.0,0.23863636363636365,6.0,0.35294117647058826,7.0,0.4666666666666667,15.0,17.0,3.09090909091;0.238636363636;0.352941176471;3767bd4f612e7224,3767bd4f612e7224,"[{""factor_count"":17.0,""gadget_mixed_weight"":300.0,""gadget_mixed_weight_norm"":5.0,""mixed_auc_greedy"":762.0,""mixed_auc_greedy_norm"":0.79375,""mixed_auc_original"":762.0,""mixed_auc_original_norm"":0.79375,""mixed_excess_norm"":4.0,""mixed_group_count"":9.0,""mixed_group_count_norm"":0.6,""num_block_rows"":1,""num_factor_groups"":15.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""4;0.79375;0.470588235294;3767bd4f612e7224"",""singleton_bridge_count"":8.0,""singleton_bridge_count_norm"":0.47058823529411764,""stable_factor_hash"":""3767bd4f612e7224"",""target_mixed_weight"":60.0},{""factor_count"":17.0,""gadget_mixed_weight"":270.0,""gadget_mixed_weight_norm"":4.090909090909091,""mixed_auc_greedy"":252.0,""mixed_auc_greedy_norm"":0.23863636363636365,""mixed_auc_original"":636.0,""mixed_auc_original_norm"":0.6022727272727273,""mixed_excess_norm"":3.090909090909091,""mixed_group_count"":7.0,""mixed_group_count_norm"":0.4666666666666667,""num_block_rows"":1,""num_factor_groups"":15.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""3.09090909091;0.238636363636;0.352941176471;3767bd4f612e7224"",""singleton_bridge_count"":6.0,""singleton_bridge_count_norm"":0.35294117647058826,""stable_factor_hash"":""3767bd4f612e7224"",""target_mixed_weight"":66.0},{""factor_count"":17.0,""gadget_mixed_weight"":270.0,""gadget_mixed_weight_norm"":4.090909090909091,""mixed_auc_greedy"":252.0,""mixed_auc_greedy_norm"":0.23863636363636365,""mixed_auc_original"":636.0,""mixed_auc_original_norm"":0.6022727272727273,""mixed_excess_norm"":3.090909090909091,""mixed_group_count"":7.0,""mixed_group_count_norm"":0.4666666666666667,""num_block_rows"":1,""num_factor_groups"":15.0,""partition_id"":""semantic_register_k2"",""partition_kind"":""semantic-register"",""score_v3_lex"":""3.09090909091;0.238636363636;0.352941176471;3767bd4f612e7224"",""singleton_bridge_count"":6.0,""singleton_bridge_count_norm"":0.35294117647058826,""stable_factor_hash"":""3767bd4f612e7224"",""target_mixed_weight"":66.0},{""factor_count"":17.0,""gadget_mixed_weight"":270.0,""gadget_mixed_weight_norm"":4.090909090909091,""mixed_auc_greedy"":252.0,""mixed_auc_greedy_norm"":0.23863636363636365,""mixed_auc_original"":636.0,""mixed_auc_original_norm"":0.6022727272727273,""mixed_excess_norm"":3.090909090909091,""mixed_group_count"":7.0,""mixed_group_count_norm"":0.4666666666666667,""num_block_rows"":1,""num_factor_groups"":15.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""3.09090909091;0.238636363636;0.352941176471;3767bd4f612e7224"",""singleton_bridge_count"":6.0,""singleton_bridge_count_norm"":0.35294117647058826,""stable_factor_hash"":""3767bd4f612e7224"",""target_mixed_weight"":66.0},{""factor_count"":17.0,""gadget_mixed_weight"":324.0,""gadget_mixed_weight_norm"":5.4,""mixed_auc_greedy"":840.0,""mixed_auc_greedy_norm"":0.875,""mixed_auc_original"":738.0,""mixed_auc_original_norm"":0.76875,""mixed_excess_norm"":4.4,""mixed_group_count"":10.0,""mixed_group_count_norm"":0.6666666666666666,""num_block_rows"":1,""num_factor_groups"":15.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""4.4;0.875;0.529411764706;3767bd4f612e7224"",""singleton_bridge_count"":9.0,""singleton_bridge_count_norm"":0.5294117647058824,""stable_factor_hash"":""3767bd4f612e7224"",""target_mixed_weight"":60.0}]"
mod_5_4,public_resynth_tensor_v3_phase_slack,ok,tensor-v3,ok,,ok,,phase-slack-v1,conservative,0.2,0.8305084745762712,ok,,0.08135593220338982,0.8305084745762712,-0.7661016949152541,-0.0847457627118644,0.13559322033898305,0.6,0.8305084745762712,1.0,1.0,1.0,ok,,59,5,295,8,3,24,7,4,49,5,245,63,7,56,14,100,22,1,63,1.0,49,1.6129032258064515,48,5,240,46,19,5,95,15,11,40,0.864406779661017,0.3728813559322034,1.2203389830508475,1.0,0.25,7,4,1,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/mod_5_4/assembled.qasm,,ok,,semantic_role_k2,semantic-role,0.12,30.0,30.0,1.0,0.0,30.0,0.5,30.0,0.5,0.0,0.0,1.0,1.0,1.0,7.0,0;0.5;0;35f8ef5e37c56c46,35f8ef5e37c56c46,"[{""factor_count"":7.0,""gadget_mixed_weight"":30.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":30.0,""mixed_auc_greedy_norm"":0.5,""mixed_auc_original"":30.0,""mixed_auc_original_norm"":0.5,""mixed_excess_norm"":0.0,""mixed_group_count"":1.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":1.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""0;0.5;0;35f8ef5e37c56c46"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""35f8ef5e37c56c46"",""target_mixed_weight"":30.0},{""factor_count"":7.0,""gadget_mixed_weight"":30.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":30.0,""mixed_auc_greedy_norm"":0.5,""mixed_auc_original"":30.0,""mixed_auc_original_norm"":0.5,""mixed_excess_norm"":0.0,""mixed_group_count"":1.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":1.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""0;0.5;0;35f8ef5e37c56c46"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""35f8ef5e37c56c46"",""target_mixed_weight"":30.0},{""factor_count"":7.0,""gadget_mixed_weight"":30.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":30.0,""mixed_auc_greedy_norm"":0.5,""mixed_auc_original"":30.0,""mixed_auc_original_norm"":0.5,""mixed_excess_norm"":0.0,""mixed_group_count"":1.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":1.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""0;0.5;0;35f8ef5e37c56c46"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""35f8ef5e37c56c46"",""target_mixed_weight"":30.0},{""factor_count"":7.0,""gadget_mixed_weight"":24.0,""gadget_mixed_weight_norm"":1.0,""mixed_auc_greedy"":24.0,""mixed_auc_greedy_norm"":0.5,""mixed_auc_original"":24.0,""mixed_auc_original_norm"":0.5,""mixed_excess_norm"":0.0,""mixed_group_count"":1.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":1.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""0;0.5;0;35f8ef5e37c56c46"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""35f8ef5e37c56c46"",""target_mixed_weight"":24.0}]"
qft_4,public_resynth_tensor_v3_phase_slack,ok,tensor-v3,ok,,ok,,phase-slack-v1,conservative,0.2,25.517105263157895,ok,,7.4605263157894735,25.517105263157895,6.473684210526316,24.523684210526316,0.8881578947368421,8.4,2.9671052631578947,8.6,3.4539473684210527,29.70394736842105,ok,,525,43,22575,135,42,5670,53,135,451,43,19393,664,53,611,33,951,332,1,664,1.0,451,1.4343891402714932,523,43,22489,606,137,42,5754,140,10,389,0.76,1.079268292682927,4.170731707317073,3.4539473684210527,0.7681159420289855,53,23,5,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/qft_4/assembled.qasm,,ok,,semantic_role_k2,semantic-role,0.12,210.0,930.0,4.428571428571429,3.4285714285714284,6402.0,0.5645502645502646,5208.0,0.45925925925925926,33.0,0.6226415094339622,33.0,0.6226415094339622,53.0,53.0,3.42857142857;0.459259259259;0.622641509434;b36f9547d4621aec,b36f9547d4621aec,"[{""factor_count"":53.0,""gadget_mixed_weight"":966.0,""gadget_mixed_weight_norm"":7.666666666666667,""mixed_auc_greedy"":3078.0,""mixed_auc_greedy_norm"":0.4523809523809524,""mixed_auc_original"":5136.0,""mixed_auc_original_norm"":0.7548500881834215,""mixed_excess_norm"":6.666666666666667,""mixed_group_count"":22.0,""mixed_group_count_norm"":0.41509433962264153,""num_block_rows"":1,""num_factor_groups"":53.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""6.66666666667;0.452380952381;0.415094339623;b36f9547d4621aec"",""singleton_bridge_count"":22.0,""singleton_bridge_count_norm"":0.41509433962264153,""stable_factor_hash"":""b36f9547d4621aec"",""target_mixed_weight"":126.0},{""factor_count"":53.0,""gadget_mixed_weight"":510.0,""gadget_mixed_weight_norm"":12.142857142857142,""mixed_auc_greedy"":1446.0,""mixed_auc_greedy_norm"":0.6375661375661376,""mixed_auc_original"":2454.0,""mixed_auc_original_norm"":1.082010582010582,""mixed_excess_norm"":11.142857142857142,""mixed_group_count"":8.0,""mixed_group_count_norm"":0.1509433962264151,""num_block_rows"":1,""num_factor_groups"":53.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""11.1428571429;0.637566137566;0.150943396226;b36f9547d4621aec"",""singleton_bridge_count"":8.0,""singleton_bridge_count_norm"":0.1509433962264151,""stable_factor_hash"":""b36f9547d4621aec"",""target_mixed_weight"":42.0},{""factor_count"":53.0,""gadget_mixed_weight"":930.0,""gadget_mixed_weight_norm"":4.428571428571429,""mixed_auc_greedy"":5208.0,""mixed_auc_greedy_norm"":0.45925925925925926,""mixed_auc_original"":6402.0,""mixed_auc_original_norm"":0.5645502645502646,""mixed_excess_norm"":3.4285714285714284,""mixed_group_count"":33.0,""mixed_group_count_norm"":0.6226415094339622,""num_block_rows"":1,""num_factor_groups"":53.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""3.42857142857;0.459259259259;0.622641509434;b36f9547d4621aec"",""singleton_bridge_count"":33.0,""singleton_bridge_count_norm"":0.6226415094339622,""stable_factor_hash"":""b36f9547d4621aec"",""target_mixed_weight"":210.0},{""factor_count"":53.0,""gadget_mixed_weight"":606.0,""gadget_mixed_weight_norm"":6.733333333333333,""mixed_auc_greedy"":1626.0,""mixed_auc_greedy_norm"":0.3345679012345679,""mixed_auc_original"":3210.0,""mixed_auc_original_norm"":0.6604938271604939,""mixed_excess_norm"":5.733333333333333,""mixed_group_count"":22.0,""mixed_group_count_norm"":0.41509433962264153,""num_block_rows"":1,""num_factor_groups"":53.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""5.73333333333;0.334567901235;0.415094339623;b36f9547d4621aec"",""singleton_bridge_count"":22.0,""singleton_bridge_count_norm"":0.41509433962264153,""stable_factor_hash"":""b36f9547d4621aec"",""target_mixed_weight"":90.0}]"
