circuit_id,candidate_id,combo_index,tensor_v3_selected,status,source_methods,decomposition_keys,candidate_indices,num_blocks,block_tcount_sum,block_tdepth_sum,tcount_after,tdepth_after,depth_after,gate_count_after,candidate_qasm_path,tensor_v3_selection_status,tensor_v3_selection_error,tensor_v3_ranking_strategy,tensor_v3_profile,tensor_v3_mixed_slack,tensor_v3_status,tensor_v3_error,tensor_v3_partition_id,tensor_v3_partition_kind,tensor_v3_tcount_tolerance,tensor_v3_target_mixed_weight,tensor_v3_gadget_mixed_weight,tensor_v3_gadget_mixed_weight_norm,tensor_v3_mixed_excess_norm,tensor_v3_mixed_auc_original,tensor_v3_mixed_auc_original_norm,tensor_v3_mixed_auc_greedy,tensor_v3_mixed_auc_greedy_norm,tensor_v3_singleton_bridge_count,tensor_v3_singleton_bridge_count_norm,tensor_v3_mixed_group_count,tensor_v3_mixed_group_count_norm,tensor_v3_num_factor_groups,tensor_v3_factor_count,tensor_v3_score_lex,tensor_v3_stable_factor_hash,tensor_v3_partition_metrics_json
gf_2pow2_mult,gf_2pow2_mult:combo16,16,1,ok,public_resynth_gadgets,gf_2pow2_mult_comp2,7,1,21,5,21,5,170,250,results/public_resynth_tensor_v3_phase_slack_aggressive/public_resynth_tensor_v3_phase_slack_aggressive/gf_2pow2_mult/structural_combinations/combo16/assembled.qasm,ok,,phase-slack-v1,splitting-aggressive,0.2,ok,,semantic_role_k2,semantic-role,0.4,66.0,78.0,1.1818181818181819,0.18181818181818182,120.0,0.45454545454545453,120.0,0.45454545454545453,0.0,0.0,3.0,1.0,3.0,21.0,0.181818181818;0.454545454545;0;e461c496b3a5f237,e461c496b3a5f237,"[{""factor_count"":21.0,""gadget_mixed_weight"":72.0,""gadget_mixed_weight_norm"":1.2,""mixed_auc_greedy"":102.0,""mixed_auc_greedy_norm"":0.425,""mixed_auc_original"":102.0,""mixed_auc_original_norm"":0.425,""mixed_excess_norm"":0.2,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""balanced_contiguous_k2"",""partition_kind"":""contiguous"",""score_v3_lex"":""0.2;0.425;0;e461c496b3a5f237"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""e461c496b3a5f237"",""target_mixed_weight"":60.0},{""factor_count"":21.0,""gadget_mixed_weight"":78.0,""gadget_mixed_weight_norm"":1.1818181818181819,""mixed_auc_greedy"":120.0,""mixed_auc_greedy_norm"":0.45454545454545453,""mixed_auc_original"":120.0,""mixed_auc_original_norm"":0.45454545454545453,""mixed_excess_norm"":0.18181818181818182,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_family_k2"",""partition_kind"":""semantic-family"",""score_v3_lex"":""0.181818181818;0.454545454545;0;e461c496b3a5f237"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""e461c496b3a5f237"",""target_mixed_weight"":66.0},{""factor_count"":21.0,""gadget_mixed_weight"":78.0,""gadget_mixed_weight_norm"":1.1818181818181819,""mixed_auc_greedy"":120.0,""mixed_auc_greedy_norm"":0.45454545454545453,""mixed_auc_original"":120.0,""mixed_auc_original_norm"":0.45454545454545453,""mixed_excess_norm"":0.18181818181818182,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_register_k2"",""partition_kind"":""semantic-register"",""score_v3_lex"":""0.181818181818;0.454545454545;0;e461c496b3a5f237"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""e461c496b3a5f237"",""target_mixed_weight"":66.0},{""factor_count"":21.0,""gadget_mixed_weight"":78.0,""gadget_mixed_weight_norm"":1.1818181818181819,""mixed_auc_greedy"":120.0,""mixed_auc_greedy_norm"":0.45454545454545453,""mixed_auc_original"":120.0,""mixed_auc_original_norm"":0.45454545454545453,""mixed_excess_norm"":0.18181818181818182,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""semantic_role_k2"",""partition_kind"":""semantic-role"",""score_v3_lex"":""0.181818181818;0.454545454545;0;e461c496b3a5f237"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""e461c496b3a5f237"",""target_mixed_weight"":66.0},{""factor_count"":21.0,""gadget_mixed_weight"":72.0,""gadget_mixed_weight_norm"":1.2,""mixed_auc_greedy"":114.0,""mixed_auc_greedy_norm"":0.475,""mixed_auc_original"":114.0,""mixed_auc_original_norm"":0.475,""mixed_excess_norm"":0.2,""mixed_group_count"":3.0,""mixed_group_count_norm"":1.0,""num_block_rows"":1,""num_factor_groups"":3.0,""partition_id"":""tensor_graph_spectral_k2"",""partition_kind"":""tensor-graph"",""score_v3_lex"":""0.2;0.475;0;e461c496b3a5f237"",""singleton_bridge_count"":0.0,""singleton_bridge_count_norm"":0.0,""stable_factor_hash"":""e461c496b3a5f237"",""target_mixed_weight"":60.0}]"
