source_split,target,family,functional_family,n_qubits,tensor_size,original_tcount,objective_variant,execution_status,has_beam_candidate,factor_count,factor_qubit_concentration_index,factor_support_weight_mean,factor_pairwise_support_overlap_mean,factor_pairwise_jaccard_mean,decomp_tcount,decomp_tdepth,decomp_qasm_depth,decomp_qasm_depth_ratio,decomp_structural_status,optimization_elapsed_sec,materialization_elapsed_sec,objective_elapsed_sec,best_beam_materializer,best_beam_tcount,best_beam_tdepth,best_beam_qasm_depth,best_beam_qasm_depth_ratio,best_beam_primary_nc_depth_ratio,best_beam_cnots,target_objective_count,train_ready,oracle_objective,oracle_selection_status,objective_t_safe,objective_qasm_safe,objective_is_oracle,objective_rank,best_beam_summary_path
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,factor_count,ok,True,24,0.1124330755502677,3.4166666666666665,1.2210144927536233,0.2379845295606165,24.0,6.0,290.0,4.67741935483871,missing-zx,,,,selected-beam-shared-parity-w16,24.0,3.0,243.0,3.9193548387096775,0.984375,92.0,3,True,mixed_pair,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_night_long/nc_tof_4/factor_count/selected-beam-shared-parity-w16/summary.json
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,factor_count_pair_cap,ok,True,32,0.108,3.125,0.9879032258064516,0.19998719918074756,32.0,7.0,287.0,4.629032258064516,missing-zx,,,,selected-beam-shared-parity-w16,32.0,6.0,248.0,4.0,1.25,118.0,3,True,mixed_pair,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_night_long/nc_tof_4/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,mixed_pair,ok,True,24,0.10299488677867057,3.0833333333333335,0.8876811594202898,0.18054692891649413,24.0,4.0,267.0,4.306451612903226,missing-zx,,,,selected-beam-shared-parity-w16,24.0,4.0,240.0,3.870967741935484,0.796875,64.0,3,True,mixed_pair,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_night_long/nc_tof_4/mixed_pair/selected-beam-shared-parity-w16/summary.json
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,mixed_pair,constrained,False,False,False,,
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,mixed_pair,constrained,False,False,False,,
external_night_long,nc_tof_4,arithmetic,toffoli-chain,7,11,35,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,mixed_pair,constrained,False,False,False,,
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,factor_count,ok,True,65,0.0866,3.076923076923077,0.7846153846153846,0.1567855235042735,65.0,15.0,438.0,4.515463917525773,missing-zx,,,,selected-beam-shared-parity-w32,65.0,9.0,296.0,3.051546391752577,1.29,216.0,3,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_night_long/vbe_adder_3/factor_count/selected-beam-shared-parity-w32/summary.json
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,factor_count_pair_cap,ok,True,66,0.08246563931695126,2.9696969696969697,0.6927738927738928,0.14548174048174048,66.0,9.0,463.0,4.77319587628866,missing-zx,,,,selected-beam-shared-parity-w32,66.0,8.0,311.0,3.2061855670103094,1.47,254.0,3,True,factor_count,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_night_long/vbe_adder_3/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,mixed_pair,ok,True,88,0.08339594290007513,2.75,0.6063218390804598,0.1386742009586837,88.0,17.0,479.0,4.938144329896907,missing-zx,,,,selected-beam-shared-parity-w32,88.0,9.0,318.0,3.2783505154639174,1.82,308.0,3,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_night_long/vbe_adder_3/mixed_pair/selected-beam-shared-parity-w32/summary.json
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_night_long,vbe_adder_3,arithmetic,adder,10,14,70,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,factor_count,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,1,False,frontier_pair,constrained,False,False,False,,
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,factor_count_pair_cap,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,1,False,frontier_pair,constrained,False,False,False,,
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,mixed_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,1,False,frontier_pair,constrained,False,False,False,,
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,frontier_pair,ok,True,64,0.10080350620891161,2.3125,0.5109126984126984,0.13629298941798942,64.0,14.0,384.0,3.878787878787879,ok,,,,selected-beam-shared-parity-w32,64.0,7.0,298.0,3.01010101010101,0.9611650485436893,162.0,1,False,frontier_pair,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/barenco_tof_4/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,1,False,frontier_pair,constrained,False,False,False,,
external_article_core,barenco_tof_4,arithmetic,toffoli-chain,7,14,56,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,1,False,frontier_pair,constrained,False,False,False,,
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,factor_count,ok,True,17,0.168,2.9411764705882355,1.3602941176470589,0.2965686274509804,17.0,5.0,121.0,2.880952380952381,ok,,,,selected-beam-shared-parity-w32,17.0,6.0,97.0,2.3095238095238093,0.8636363636363636,36.0,4,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/gf_2pow2_mult/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,factor_count_pair_cap,ok,True,17,0.17159763313609466,3.0588235294117645,1.5147058823529411,0.32009803921568625,17.0,4.0,118.0,2.8095238095238093,ok,,,,selected-beam-shared-parity-w16,17.0,4.0,99.0,2.357142857142857,0.9318181818181818,38.0,4,True,factor_count,constrained,True,True,False,4,results/alphaq_objective_beam_policy_external_validation_article_core/gf_2pow2_mult/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,mixed_pair,ok,True,17,0.17,2.3529411764705883,0.8529411764705882,0.2318627450980392,17.0,5.0,110.0,2.619047619047619,ok,,,,selected-beam-shared-parity-w32,17.0,4.0,98.0,2.3333333333333335,0.8863636363636364,36.0,4,True,factor_count,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_core/gf_2pow2_mult/mixed_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,frontier_pair,ok,True,17,0.17,2.3529411764705883,0.8529411764705882,0.2318627450980392,17.0,5.0,110.0,2.619047619047619,ok,,,,selected-beam-shared-parity-w32,17.0,4.0,98.0,2.3333333333333335,0.8863636363636364,36.0,4,True,factor_count,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_core/gf_2pow2_mult/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,gf_2pow2_mult,arithmetic,gf-multiplier,6,6,28,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,factor_count,ok,True,19,0.13423517169614985,3.263157894736842,1.327485380116959,0.27865497076023393,19.0,3.0,194.0,5.705882352941177,ok,,,,selected-beam-shared-parity-w16,19.0,4.0,164.0,4.823529411764706,0.9459459459459459,58.0,4,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n4/factor_count/selected-beam-shared-parity-w16/summary.json
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,factor_count_pair_cap,ok,True,19,0.13010204081632654,2.9473684210526314,1.0292397660818713,0.22843915343915347,19.0,3.0,194.0,5.705882352941177,ok,,,,selected-beam-shared-parity-w16,19.0,4.0,167.0,4.911764705882353,0.7567567567567568,44.0,4,True,factor_count,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n4/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,mixed_pair,ok,True,20,0.13010204081632654,2.8,0.9263157894736842,0.21748120300751878,20.0,3.0,182.0,5.352941176470588,ok,,,,selected-beam-shared-parity-w32,20.0,5.0,170.0,5.0,0.8648648648648649,46.0,4,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n4/mixed_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,frontier_pair,ok,True,19,0.12960760998810938,3.0526315789473686,1.105263157894737,0.24367167919799498,19.0,3.0,191.0,5.617647058823529,ok,,,,selected-beam-shared-parity-w16,19.0,3.0,171.0,5.029411764705882,0.7567567567567568,52.0,4,True,factor_count,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n4/frontier_pair/selected-beam-shared-parity-w16/summary.json
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,hamming_weight_n4,applications,hamming-weight,7,9,21,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,factor_count,ok,True,19,0.11777777777777777,3.1578947368421053,1.064327485380117,0.21631161236424393,19.0,6.0,207.0,5.447368421052632,ok,,,,selected-beam-shared-parity-w32,19.0,4.0,179.0,4.7105263157894735,0.7804878048780488,46.0,4,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n5/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,factor_count_pair_cap,ok,True,20,0.11777777777777777,3.0,0.9578947368421052,0.20553884711779452,20.0,9.0,227.0,5.973684210526316,ok,,,,selected-beam-shared-parity-w32,20.0,4.0,179.0,4.7105263157894735,0.8536585365853658,54.0,4,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n5/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,mixed_pair,ok,True,20,0.11777777777777777,3.0,0.9578947368421052,0.20553884711779447,20.0,8.0,198.0,5.2105263157894735,ok,,,,selected-beam-shared-parity-w16,20.0,3.0,180.0,4.7368421052631575,0.8292682926829268,60.0,4,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n5/mixed_pair/selected-beam-shared-parity-w16/summary.json
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,frontier_pair,ok,True,19,0.11777777777777777,3.1578947368421053,1.064327485380117,0.21631161236424393,19.0,6.0,207.0,5.447368421052632,ok,,,,selected-beam-shared-parity-w32,19.0,4.0,179.0,4.7105263157894735,0.7804878048780488,46.0,4,True,factor_count,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_core/hamming_weight_n5/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,hamming_weight_n5,applications,hamming-weight,8,10,21,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,factor_count,ok,True,7,0.2,2.857142857142857,1.4285714285714286,0.3333333333333333,7.0,3.0,40.0,0.6779661016949152,ok,,,,selected-beam-shared-parity-w16,7.0,3.0,37.0,0.6271186440677966,0.1864406779661017,14.0,4,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/mod_5_4/factor_count/selected-beam-shared-parity-w16/summary.json
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,factor_count_pair_cap,ok,True,7,0.2,2.857142857142857,1.4285714285714286,0.3333333333333333,7.0,3.0,40.0,0.6779661016949152,ok,,,,selected-beam-shared-parity-w16,7.0,3.0,37.0,0.6271186440677966,0.1864406779661017,14.0,4,True,factor_count,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_core/mod_5_4/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,mixed_pair,ok,True,7,0.2,2.857142857142857,1.4285714285714286,0.3333333333333333,7.0,3.0,40.0,0.6779661016949152,ok,,,,selected-beam-shared-parity-w16,7.0,3.0,37.0,0.6271186440677966,0.1864406779661017,14.0,4,True,factor_count,constrained,True,True,False,4,results/alphaq_objective_beam_policy_external_validation_article_core/mod_5_4/mixed_pair/selected-beam-shared-parity-w16/summary.json
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,frontier_pair,ok,True,7,0.2,2.857142857142857,1.4285714285714286,0.3333333333333333,7.0,3.0,40.0,0.6779661016949152,ok,,,,selected-beam-shared-parity-w16,7.0,3.0,37.0,0.6271186440677966,0.1864406779661017,14.0,4,True,factor_count,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_core/mod_5_4/frontier_pair/selected-beam-shared-parity-w16/summary.json
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,mod_5_4,arithmetic,modular-arithmetic,5,5,28,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count,constrained,False,False,False,,
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,factor_count,ok,True,37,0.10148760330578513,2.972972972972973,0.8393393393393394,0.1726065351065351,37.0,7.0,309.0,4.983870967741935,ok,,,,selected-beam-shared-parity-w32,37.0,8.0,252.0,4.064516129032258,1.3125,112.0,4,True,frontier_pair,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_core/nc_tof_4/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,factor_count_pair_cap,ok,True,32,0.108,3.125,0.9879032258064516,0.19998719918074756,32.0,7.0,287.0,4.629032258064516,ok,,,,selected-beam-shared-parity-w16,32.0,6.0,248.0,4.0,1.25,118.0,4,True,frontier_pair,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_core/nc_tof_4/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,mixed_pair,ok,True,42,0.10479338842975207,2.619047619047619,0.6724738675958188,0.15885183341629336,42.0,11.0,322.0,5.193548387096774,ok,,,,selected-beam-shared-parity-w16,42.0,6.0,255.0,4.112903225806452,1.46875,138.0,4,True,frontier_pair,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/nc_tof_4/mixed_pair/selected-beam-shared-parity-w16/summary.json
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,frontier_pair,ok,True,32,0.10847107438016529,2.75,0.7580645161290323,0.17393673195084483,32.0,5.0,312.0,5.032258064516129,ok,,,,selected-beam-shared-parity-w32,32.0,5.0,245.0,3.9516129032258065,1.03125,96.0,4,True,frontier_pair,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/nc_tof_4/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,frontier_pair,constrained,False,False,False,,
external_article_core,nc_tof_4,arithmetic,toffoli-chain,7,11,35,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,frontier_pair,constrained,False,False,False,,
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,factor_count,ok,True,65,0.0866,3.076923076923077,0.7846153846153846,0.1567855235042735,65.0,15.0,438.0,4.515463917525773,ok,,,,selected-beam-shared-parity-w32,65.0,9.0,296.0,3.051546391752577,1.29,216.0,3,True,factor_count,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_core/vbe_adder_3/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,factor_count_pair_cap,ok,True,107,0.0777123887128414,2.635514018691589,0.5200141068594604,0.12295142650018333,107.0,16.0,565.0,5.824742268041237,ok,,,,selected-beam-shared-parity-w32,107.0,11.0,329.0,3.3917525773195876,2.08,344.0,3,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/vbe_adder_3/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,mixed_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,frontier_pair,ok,True,79,0.08283313325330131,3.0126582278481013,0.7228172671210646,0.14710669077757685,79.0,12.0,493.0,5.082474226804123,ok,,,,selected-beam-shared-parity-w32,79.0,7.0,311.0,3.2061855670103094,1.63,302.0,3,True,factor_count,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_core/vbe_adder_3/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_article_core,vbe_adder_3,arithmetic,adder,10,14,70,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,3,True,factor_count,constrained,False,False,False,,
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,factor_count,ok,True,32,0.112,3.125,1.028225806451613,0.21321604582693288,32.0,5.0,315.0,3.247422680412371,ok,,,,selected-beam-shared-parity-w32,32.0,4.0,259.0,2.670103092783505,0.6274509803921569,106.0,4,True,factor_count_pair_cap,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_extended/cuccaro_adder_n4/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,factor_count_pair_cap,ok,True,24,0.1145124716553288,3.5,1.3115942028985508,0.2518532896250288,24.0,5.0,306.0,3.154639175257732,ok,,,,selected-beam-shared-parity-w32,24.0,5.0,254.0,2.618556701030928,0.5098039215686274,90.0,4,True,factor_count_pair_cap,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_extended/cuccaro_adder_n4/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,mixed_pair,ok,True,32,0.10546241211465657,2.6875,0.6995967741935484,0.1634840629800307,32.0,7.0,313.0,3.2268041237113403,ok,,,,selected-beam-shared-parity-w32,32.0,6.0,251.0,2.5876288659793816,0.5588235294117647,88.0,4,True,factor_count_pair_cap,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_extended/cuccaro_adder_n4/mixed_pair/selected-beam-shared-parity-w32/summary.json
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,frontier_pair,ok,True,43,0.1111111111111111,2.372093023255814,0.583610188261351,0.1506749986816432,43.0,9.0,322.0,3.3195876288659796,ok,,,,selected-beam-shared-parity-w32,43.0,5.0,257.0,2.649484536082474,0.6176470588235294,102.0,4,True,factor_count_pair_cap,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_extended/cuccaro_adder_n4/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count_pair_cap,constrained,False,False,False,,
external_article_extended,cuccaro_adder_n4,applications,adder,9,12,56,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count_pair_cap,constrained,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,factor_count,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,factor_count_pair_cap,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,mixed_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,frontier_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,cuccaro_adder_n5,applications,adder,11,16,70,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,factor_count,ok,True,58,0.08520830309188561,2.8620689655172415,0.6600120992135511,0.14688877365828362,58.0,8.0,620.0,4.661654135338346,ok,,,,selected-beam-shared-parity-w32,58.0,7.0,461.0,3.4661654135338344,0.7553191489361702,234.0,4,True,factor_count_pair_cap,constrained,True,True,False,2,results/alphaq_objective_beam_policy_external_validation_article_extended/gf_2pow4_mult/factor_count/selected-beam-shared-parity-w32/summary.json
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,factor_count_pair_cap,ok,True,56,0.08618654073199528,2.75,0.6136363636363636,0.14124768089053802,56.0,12.0,591.0,4.443609022556391,ok,,,,selected-beam-shared-parity-w32,56.0,6.0,462.0,3.473684210526316,0.7393617021276596,230.0,4,True,factor_count_pair_cap,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_extended/gf_2pow4_mult/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,mixed_pair,ok,True,63,0.08414127423822715,2.4126984126984126,0.45878136200716846,0.11896228025260284,63.0,9.0,576.0,4.330827067669173,ok,,,,selected-beam-shared-parity-w32,63.0,9.0,452.0,3.398496240601504,0.7021276595744681,208.0,4,True,factor_count_pair_cap,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_extended/gf_2pow4_mult/mixed_pair/selected-beam-shared-parity-w32/summary.json
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,frontier_pair,ok,True,64,0.08786848072562359,2.625,0.5734126984126984,0.13889361300075584,64.0,9.0,589.0,4.428571428571429,ok,,,,selected-beam-shared-parity-w32,64.0,9.0,465.0,3.4962406015037595,0.7393617021276596,244.0,4,True,factor_count_pair_cap,constrained,False,True,False,,results/alphaq_objective_beam_policy_external_validation_article_extended/gf_2pow4_mult/frontier_pair/selected-beam-shared-parity-w32/summary.json
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count_pair_cap,constrained,False,False,False,,
external_article_extended,gf_2pow4_mult,arithmetic,gf-multiplier,12,12,112,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,4,True,factor_count_pair_cap,constrained,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,factor_count,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,factor_count_pair_cap,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,mixed_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,frontier_pair,failed,False,,,,,,,,,,not-materialized,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,depth_guarded_mixed_pair,missing,False,,,,,,,,,,,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,gf_2pow5_mult,arithmetic,gf-multiplier,15,15,175,t_preserving_frontier_pair,missing,False,,,,,,,,,,,,,,,,,,,,,0,False,,missing,False,False,False,,
external_article_extended,hamming_weight_n6,applications,hamming-weight,10,12,28,factor_count,ok,True,25,0.11728395061728394,2.88,0.8933333333333333,0.1879973544973545,25.0,7.0,214.0,5.944444444444445,ok,,,,selected-beam-shared-parity-w16,25.0,3.0,172.0,4.777777777777778,0.9056603773584906,88.0,4,True,factor_count_pair_cap,constrained,True,True,False,3,results/alphaq_objective_beam_policy_external_validation_article_extended/hamming_weight_n6/factor_count/selected-beam-shared-parity-w16/summary.json
external_article_extended,hamming_weight_n6,applications,hamming-weight,10,12,28,factor_count_pair_cap,ok,True,25,0.10192837465564739,2.64,0.63,0.14601984126984124,25.0,7.0,224.0,6.222222222222222,ok,,,,selected-beam-shared-parity-w32,25.0,4.0,168.0,4.666666666666667,0.7547169811320755,64.0,4,True,factor_count_pair_cap,constrained,True,True,True,1,results/alphaq_objective_beam_policy_external_validation_article_extended/hamming_weight_n6/factor_count_pair_cap/selected-beam-shared-parity-w32/summary.json
external_article_extended,hamming_weight_n6,applications,hamming-weight,10,12,28,mixed_pair,ok,True,26,0.10376492194674013,2.5384615384615383,0.5938461538461538,0.1495238095238095,26.0,7.0,205.0,5.694444444444445,ok,,,,selected-beam-shared-parity-w16,26.0,4.0,172.0,4.777777777777778,0.9245283018867925,80.0,4,True,factor_count_pair_cap,constrained,True,True,False,4,results/alphaq_objective_beam_policy_external_validation_article_extended/hamming_weight_n6/mixed_pair/selected-beam-shared-parity-w16/summary.json
