policy,policy_type,fold_target,source_split,target,selection_status,selected_objective,fixed_objective,oracle_objective,exact_oracle_match,weights,selected_tcount,selected_primary_nc_depth_ratio,selected_qasm_depth,baseline_tcount,baseline_primary_nc_depth_ratio,baseline_qasm_depth,oracle_tcount,oracle_primary_nc_depth_ratio,oracle_qasm_depth,tcount_ratio_vs_baseline,primary_ratio_vs_baseline,qasm_ratio_vs_baseline,tcount_ratio_vs_oracle,qasm_ratio_vs_oracle
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n5,internal,hamming_weight_n5,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.8780487804878049,180.0,20.0,0.8536585365853658,182.0,19.0,0.8780487804878049,180.0,0.95,1.0285714285714287,0.989010989010989,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,,factor_count,True,,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,factor_count,True,,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,,factor_count,True,,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n5,external_article_core,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,19.0,0.7804878048780488,179.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,,factor_count,True,,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,factor_count,factor_count,True,,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,,factor_count,True,,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n5,external_journal_k6_backfill,hamming_weight_n5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,19.0,0.8780487804878049,180.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,factor_count,,factor_count_pair_cap,False,,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,1.0,1.0,1.0,1.0238095238095237
best_fixed_loto,fixed-objective,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,factor_count,factor_count,factor_count_pair_cap,False,,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,1.0,1.0,1.0,1.0238095238095237
oracle_posthoc,oracle,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,25.0,0.7547169811320755,168.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,0.8333333333333334,0.9767441860465116,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,frontier_pair,,factor_count_pair_cap,False,"factor_count:2,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",25.0,0.8301886792452831,172.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,0.9166666666666667,1.0,1.0,1.0238095238095237
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,0.7547169811320755,168.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,0.8333333333333334,0.9767441860465116,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n6,external_article_extended,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,0.7547169811320755,168.0,25.0,0.9056603773584906,172.0,25.0,0.7547169811320755,168.0,1.0,0.8333333333333334,0.9767441860465116,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count,,factor_count_pair_cap,False,,25.0,,173.0,25.0,,173.0,25.0,,168.0,1.0,,1.0,1.0,1.0297619047619047
best_fixed_loto,fixed-objective,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count,factor_count,factor_count_pair_cap,False,,25.0,,173.0,25.0,,173.0,25.0,,168.0,1.0,,1.0,1.0,1.0297619047619047
oracle_posthoc,oracle,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,25.0,,168.0,25.0,,173.0,25.0,,168.0,1.0,,0.9710982658959537,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",25.0,,168.0,25.0,,173.0,25.0,,168.0,1.0,,0.9710982658959537,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,,168.0,25.0,,173.0,25.0,,168.0,1.0,,0.9710982658959537,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n6,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,,168.0,25.0,,173.0,25.0,,168.0,1.0,,0.9710982658959537,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,,factor_count,True,,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,factor_count,factor_count,True,,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,,factor_count,True,,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n6,external_journal_k6_backfill,hamming_weight_n6,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,25.0,0.9056603773584906,172.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,factor_count,,frontier_pair,False,,34.0,1.0833333333333333,214.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,1.0,1.0,1.0,1.2142857142857142,1.1088082901554404
best_fixed_loto,fixed-objective,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,factor_count,factor_count,frontier_pair,False,,34.0,1.0833333333333333,214.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,1.0,1.0,1.0,1.2142857142857142,1.1088082901554404
oracle_posthoc,oracle,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,frontier_pair,,frontier_pair,True,,28.0,0.7333333333333333,193.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,0.8235294117647058,0.676923076923077,0.9018691588785047,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,frontier_pair,,frontier_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",28.0,0.7333333333333333,193.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,0.8235294117647058,0.676923076923077,0.9018691588785047,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,frontier_pair,,frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",28.0,0.7333333333333333,193.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,0.8235294117647058,0.676923076923077,0.9018691588785047,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n7,external_article_extended,hamming_weight_n7,ok,frontier_pair,,frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",28.0,0.7333333333333333,193.0,34.0,1.0833333333333333,214.0,28.0,0.7333333333333333,193.0,0.8235294117647058,0.676923076923077,0.9018691588785047,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,,factor_count,True,,26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
best_fixed_loto,fixed-objective,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,factor_count,factor_count,True,,26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
oracle_posthoc,oracle,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,,factor_count,True,,26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n7,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",26.0,,202.0,26.0,,202.0,26.0,,202.0,1.0,,1.0,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,factor_count,,depth_guarded_mixed_pair,False,,41.0,1.25,219.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,1.0,1.0,1.0,1.1388888888888888,1.037914691943128
best_fixed_loto,fixed-objective,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,factor_count,factor_count,depth_guarded_mixed_pair,False,,41.0,1.25,219.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,1.0,1.0,1.0,1.1388888888888888,1.037914691943128
oracle_posthoc,oracle,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,,36.0,1.2666666666666666,211.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,0.8780487804878049,1.0133333333333332,0.9634703196347032,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",36.0,1.2666666666666666,211.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,0.8780487804878049,1.0133333333333332,0.9634703196347032,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",36.0,1.2666666666666666,211.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,0.8780487804878049,1.0133333333333332,0.9634703196347032,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n7,external_journal_k6_backfill,hamming_weight_n7,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",36.0,1.2666666666666666,211.0,41.0,1.25,219.0,36.0,1.2666666666666666,211.0,0.8780487804878049,1.0133333333333332,0.9634703196347032,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,factor_count,,t_preserving_frontier_pair,False,,182.0,4.295454545454546,685.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,1.0,1.0,1.0,1.103030303030303,1.063664596273292
best_fixed_loto,fixed-objective,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,factor_count,factor_count,t_preserving_frontier_pair,False,,182.0,4.295454545454546,685.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,1.0,1.0,1.0,1.103030303030303,1.063664596273292
oracle_posthoc,oracle,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,,165.0,3.397727272727273,644.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,0.9065934065934066,0.7910052910052909,0.9401459854014599,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",165.0,3.397727272727273,644.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,0.9065934065934066,0.7910052910052909,0.9401459854014599,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",165.0,3.397727272727273,644.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,0.9065934065934066,0.7910052910052909,0.9401459854014599,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n8,external_journal_k6_frontier,hamming_weight_n8,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",165.0,3.397727272727273,644.0,182.0,4.295454545454546,685.0,165.0,3.397727272727273,644.0,0.9065934065934066,0.7910052910052909,0.9401459854014599,1.0,1.0
baseline_factor_count,baseline,mod_5_4,internal,mod_5_4,ok,factor_count,,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,mod_5_4,internal,mod_5_4,ok,factor_count,factor_count,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,mod_5_4,internal,mod_5_4,ok,factor_count,,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_5_4,internal,mod_5_4,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,mod_5_4,internal,mod_5_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_5_4,internal,mod_5_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,mod_5_4,external_article_core,mod_5_4,ok,factor_count,,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,mod_5_4,external_article_core,mod_5_4,ok,factor_count,factor_count,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,mod_5_4,external_article_core,mod_5_4,ok,factor_count,,factor_count,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_5_4,external_article_core,mod_5_4,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,mod_5_4,external_article_core,mod_5_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_5_4,external_article_core,mod_5_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,factor_count,,depth_guarded_mixed_pair,False,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,factor_count,factor_count,depth_guarded_mixed_pair,False,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_5_4,external_journal_k6_backfill,mod_5_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,7.0,0.1864406779661017,37.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,mod_mult_55,external_article_extended,mod_mult_55,ok,factor_count,,mixed_pair,False,,20.0,0.6767676767676768,257.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,1.0,1.0,1.0,1.1111111111111112,1.0198412698412698
best_fixed_loto,fixed-objective,mod_mult_55,external_article_extended,mod_mult_55,ok,factor_count,factor_count,mixed_pair,False,,20.0,0.6767676767676768,257.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,1.0,1.0,1.0,1.1111111111111112,1.0198412698412698
oracle_posthoc,oracle,mod_mult_55,external_article_extended,mod_mult_55,ok,mixed_pair,,mixed_pair,True,,18.0,0.5959595959595959,252.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,0.9,0.880597014925373,0.980544747081712,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_mult_55,external_article_extended,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",18.0,0.5959595959595959,252.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,0.9,0.880597014925373,0.980544747081712,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,mod_mult_55,external_article_extended,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,0.5959595959595959,252.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,0.9,0.880597014925373,0.980544747081712,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_mult_55,external_article_extended,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,0.5959595959595959,252.0,20.0,0.6767676767676768,257.0,18.0,0.5959595959595959,252.0,0.9,0.880597014925373,0.980544747081712,1.0,1.0
baseline_factor_count,baseline,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,,mixed_pair,False,,18.0,,268.0,18.0,,268.0,18.0,,252.0,1.0,,1.0,1.0,1.0634920634920635
best_fixed_loto,fixed-objective,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,factor_count,mixed_pair,False,,18.0,,268.0,18.0,,268.0,18.0,,252.0,1.0,,1.0,1.0,1.0634920634920635
oracle_posthoc,oracle,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,,mixed_pair,True,,18.0,,252.0,18.0,,268.0,18.0,,252.0,1.0,,0.9402985074626866,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",18.0,,252.0,18.0,,268.0,18.0,,252.0,1.0,,0.9402985074626866,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,,252.0,18.0,,268.0,18.0,,252.0,1.0,,0.9402985074626866,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_mult_55,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,,252.0,18.0,,268.0,18.0,,252.0,1.0,,0.9402985074626866,1.0,1.0
baseline_factor_count,baseline,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,factor_count,,depth_guarded_mixed_pair,False,,20.0,0.696969696969697,258.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,1.0,1.0,1.0,1.1111111111111112,1.0238095238095237
best_fixed_loto,fixed-objective,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,factor_count,factor_count,depth_guarded_mixed_pair,False,,20.0,0.696969696969697,258.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,1.0,1.0,1.0,1.1111111111111112,1.0238095238095237
oracle_posthoc,oracle,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,,18.0,0.5959595959595959,252.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,0.9,0.8550724637681159,0.9767441860465116,1.0,1.0
split_select_linear_alphaq,alphaq-factor,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",18.0,0.5959595959595959,252.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,0.9,0.8550724637681159,0.9767441860465116,1.0,1.0
