circuit_id,method,method_label,source_method,source,family,faixa,n_qubits,method_status,verify_status,qasm_artifact_path,tcount_before,tcount_after,delta_t,rel_gain_t,tdepth_before,tdepth_after,delta_tdepth,depth_after,gate_count_after,rho_t,rho_w,n_clifford_blocks,n_nonclifford_blocks,avg_nonclifford_block_len,hadamard_boundary_density,selection_objective,tensor_v3_selection_status,tensor_v3_selection_error,tensor_v3_ranking_strategy,tensor_v3_profile,tensor_v3_mixed_slack,structural_cost,predicted_structural_cost,prediction_std,prediction_tolerance,alphaq_target_status,alphaq_nc_core_area_ratio,alphaq_dependency_core_area_ratio,alphaq_nc_core_depth_ratio,alphaq_nc_core_width_ratio,alphaq_dependency_core_depth_ratio,alphaq_dependency_core_width_ratio,alphaq_total_depth_ratio,alphaq_total_area_ratio,alphaq_crossing_closure_count,alphaq_nc_core_depth,alphaq_nc_core_width,alphaq_nc_core_area,alphaq_dependency_core_depth,alphaq_dependency_core_width,alphaq_dependency_core_area,alphaq_dependency_boundary_edge_count,alphaq_dependency_component_count,alphaq_dependency_chain_depth,tensor_v3_status,tensor_v3_partition_id,tensor_v3_partition_kind,tensor_v3_tcount_tolerance,tensor_v3_mixed_excess_norm,tensor_v3_mixed_auc_greedy_norm,tensor_v3_singleton_bridge_count_norm,tensor_v3_score_lex,scheduled_layers,active_t_qubits,t_qubit_fraction,t_locality_span_qubits,t_locality_span_fraction,first_t_layer,last_t_layer,nonclifford_core_layers,nonclifford_core_area,nonclifford_core_density,clifford_prefix_ratio,clifford_suffix_ratio,heuristic_splitting_score,locality_status,locality_error,zx_split_status,zx_split_error,zx_total_depth,zx_num_qubits,zx_num_nonclifford_spiders,zx_num_cross_edges,zx_left_clifford_depth,zx_left_nonclifford_depth,zx_left_clifford_fraction,zx_left_nonclifford_fraction,zx_left_core_qubits,zx_left_closure_iters,zx_left_border_min_row,zx_left_border_max_row,zx_right_clifford_depth,zx_right_nonclifford_depth,zx_right_clifford_fraction,zx_right_nonclifford_fraction,zx_right_core_qubits,zx_right_closure_iters,zx_right_border_min_row,zx_right_border_max_row,zx_best_side,zx_best_clifford_depth,zx_best_nonclifford_depth,zx_best_clifford_fraction,zx_best_nonclifford_fraction,zx_split_normalization_status,zx_split_normalization_error,structural_target_status,structural_target_error,primary_nc_depth_ratio,primary_nc_depth_delta_vs_original,zx_total_depth_ratio,qasm_depth_ratio,tcount_improves_primary_worsens,clifford_fraction_misleading,zx_depth_inflation,qasm_depth_inflation,formal_verification_status,formal_verification_error,formal_proof_path
mod_5_4,alphatensor_public,AlphaTensor-public,public_resynth_no_gadgets,vendored-local,arithmetic,S,5,ok,not-run,results/public_resynth/public_resynth_no_gadgets/mod_5_4/assembled.qasm,28,7,21,0.75,16,4,12,57,71,0.09859154929577464,0.5223880597014925,8,7,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3,0.6,5,1.0,4,30,27,135,0.05185185185185185,0.07017543859649122,0.45614035087719296,0.24159844054580895,ok,,ok,,66,5,7,58,5,61,0.07575757575757576,0.9242424242424242,5,1,6,15,34,32,0.5151515151515151,0.48484848484848486,5,1,28,32,right,34,32,0.5151515151515151,0.48484848484848486,ok,,ok,,0.5423728813559322,-0.3728813559322034,1.11864406779661,0.9661016949152542,False,False,False,False,equal,,results/verification/entrega1/proofs/mod_5_4/public_resynth_no_gadgets.verify.txt
mod_5_4,alphaq_tensor_v3,AlphaQ tensor-v3,public_resynth_tensor_v3,vendored-local,arithmetic,S,5,ok,not-run,results/public_resynth_tensor_v3/public_resynth_tensor_v3/mod_5_4/assembled.qasm,28,7,21,0.75,16,4,12,59,83,0.08433734939759036,0.4794520547945205,6,5,1.4,0.3,tensor-v3,ok,,lex-v1,,,0.8305084745762712,,,,ok,0.08135593220338982,0.8305084745762712,0.13559322033898305,0.6,0.8305084745762712,1.0,1.0,1.0,4,8,3,24,49,5,245,22,1,49,ok,semantic_role_k2,semantic-role,0.1,0.0,0.5,0.0,0;0.5;0;35f8ef5e37c56c46,59,3,0.6,5,1.0,11,18,8,40,0.175,0.1864406779661017,0.6779661016949152,0.31059322033898307,ok,,ok,,72,5,7,57,13,59,0.18055555555555555,0.8194444444444444,5,1,14,34,52,22,0.7222222222222222,0.3055555555555556,5,1,8,22,right,52,22,0.7222222222222222,0.3055555555555556,ok,,ok,,0.3728813559322034,-0.5423728813559322,1.2203389830508475,1.0,False,False,False,False,equal,,results/verification/entrega1/proofs/mod_5_4/public_resynth_tensor_v3.verify.txt
mod_5_4,alphaq_tensor_v3_phase_slack,AlphaQ tensor-v3 phase-slack,public_resynth_tensor_v3_phase_slack,vendored-local,arithmetic,S,5,ok,not-run,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/mod_5_4/assembled.qasm,28,7,21,0.75,16,4,12,59,83,0.08433734939759036,0.4794520547945205,6,5,1.4,0.3,tensor-v3,ok,,phase-slack-v1,conservative,0.2,0.8305084745762712,,,,ok,0.08135593220338982,0.8305084745762712,0.13559322033898305,0.6,0.8305084745762712,1.0,1.0,1.0,4,8,3,24,49,5,245,22,1,49,ok,semantic_role_k2,semantic-role,0.12,0.0,0.5,0.0,0;0.5;0;35f8ef5e37c56c46,59,3,0.6,5,1.0,11,18,8,40,0.175,0.1864406779661017,0.6779661016949152,0.31059322033898307,ok,,ok,,72,5,7,57,13,59,0.18055555555555555,0.8194444444444444,5,1,14,34,52,22,0.7222222222222222,0.3055555555555556,5,1,8,22,right,52,22,0.7222222222222222,0.3055555555555556,ok,,ok,,0.3728813559322034,-0.5423728813559322,1.2203389830508475,1.0,False,False,False,False,equal,,results/verification/entrega1/proofs/mod_5_4/public_resynth_tensor_v3_phase_slack.verify.txt
mod_5_4,alphaq_final,AlphaQ-final,public_resynth_alphaq_final,vendored-local,arithmetic,S,5,ok,not-run,results/public_resynth_alphaq_final/public_resynth_alphaq_final/mod_5_4/assembled.qasm,28,7,21,0.75,16,4,12,59,83,0.08433734939759036,0.4794520547945205,6,5,1.4,0.3,alphaq_final_pairwise_mlp_ranker,,,,,,0.8305084745762712,2.57814031259606,0.22255963924416944,0.05,ok,0.08135593220338982,0.8305084745762712,0.13559322033898305,0.6,0.8305084745762712,1.0,1.0,1.0,4,8,3,24,49,5,245,22,1,49,,,,,,,,,59,3,0.6,5,1.0,11,18,8,40,0.175,0.1864406779661017,0.6779661016949152,0.31059322033898307,ok,,ok,,72,5,7,57,13,59,0.18055555555555555,0.8194444444444444,5,1,14,34,52,22,0.7222222222222222,0.3055555555555556,5,1,8,22,right,52,22,0.7222222222222222,0.3055555555555556,ok,,ok,,0.3728813559322034,-0.5423728813559322,1.2203389830508475,1.0,False,False,False,False,equal,,results/verification/entrega1/proofs/mod_5_4/public_resynth_alphaq_final.verify.txt
qft_4,original,Original,original,vendored-local,arithmetic,L,5,ok,not-run,external/circuit-to-tensor/benchmarks/arithmetic/qft_4/qft_4.qasm,69,69,0,0.0,40,40,0,152,187,0.3689839572192513,0.8539603960396039,57,56,1.2321428571428572,0.38392857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,5,1.0,5,1.0,2,151,150,750,0.092,0.013157894736842105,0.0,0.021031578947368422,ok,,ok,,164,5,69,46,2,162,0.012195121951219513,0.9878048780487805,5,1,3,40,1,164,0.006097560975609756,1.0,5,2,138,164,left,2,162,0.012195121951219513,0.9878048780487805,ok,,ok,,0.9878048780487805,0.0,1.0,1.0,False,False,False,False,not-applicable,,
qft_4,pyzx,PyZX,pyzx,vendored-local,arithmetic,L,5,ok,not-run,results/pyzx/qft_4/optimized.qasm,69,67,2,0.028985507246376812,40,37,3,239,322,0.2080745341614907,0.7243243243243244,68,67,1.0,0.8582089552238806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,5,1.0,5,1.0,8,235,228,1140,0.058771929824561406,0.03347280334728033,0.012552301255230125,0.018448946634368347,ok,,ok,,253,5,67,71,14,243,0.05533596837944664,0.9604743083003953,5,1,9,54,4,250,0.015810276679841896,0.9881422924901185,5,1,225,250,left,14,243,0.05533596837944664,0.9604743083003953,ok,,ok,,1.4817073170731707,0.49390243902439024,1.5426829268292683,1.5723684210526316,True,True,True,True,equal,,results/verification/entrega1/proofs/qft_4/pyzx.verify.txt
qft_4,alphatensor_public,AlphaTensor-public,public_resynth_no_gadgets,vendored-local,arithmetic,L,5,ok,not-run,results/public_resynth/public_resynth_no_gadgets/qft_4/assembled.qasm,69,53,16,0.2318840579710145,40,25,15,529,893,0.0593505039193729,0.38686131386861317,54,53,1.0,0.32075471698113206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,19,0.4418604651162791,43,1.0,1,146,146,6278,0.008442179037910162,0.001890359168241966,0.722117202268431,0.3414607134705706,ok,,ok,,691,43,53,623,12,682,0.017366136034732273,0.9869753979739508,43,1,2,215,504,191,0.7293777134587555,0.276410998552822,42,1,0,199,right,504,191,0.7293777134587555,0.276410998552822,ok,,ok,,1.1646341463414633,0.17682926829268286,4.213414634146342,3.4802631578947367,True,True,True,True,equal,,results/verification/entrega1/proofs/qft_4/public_resynth_no_gadgets.verify.txt
qft_4,alphaq_tensor_v3,AlphaQ tensor-v3,public_resynth_tensor_v3,vendored-local,arithmetic,L,5,ok,not-run,results/public_resynth_tensor_v3/public_resynth_tensor_v3/qft_4/assembled.qasm,69,53,16,0.2318840579710145,40,25,15,541,892,0.05941704035874439,0.38714390065741416,54,53,1.0,0.29245283018867924,tensor-v3,ok,,lex-v1,,,26.478947368421053,,,,ok,8.178947368421053,26.478947368421053,0.9736842105263158,8.4,3.0789473684210527,8.6,3.5592105263157894,30.60921052631579,146,148,42,6216,468,43,20124,326,1,468,ok,semantic_role_k2,semantic-role,0.1,3.085714285714286,0.4318681318681319,0.6226415094339622,3.08571428571;0.431868131868;0.622641509434;c262c1bba409235b,541,18,0.4186046511627907,43,1.0,1,149,149,6407,0.008272202278757608,0.0018484288354898336,0.722735674676525,0.3496899474840798,ok,,ok,,700,43,53,623,11,690,0.015714285714285715,0.9857142857142858,43,1,2,224,508,194,0.7257142857142858,0.27714285714285714,42,2,0,198,right,508,194,0.7257142857142858,0.27714285714285714,ok,,ok,,1.1829268292682926,0.19512195121951215,4.2682926829268295,3.5592105263157894,True,True,True,True,equal,,results/verification/entrega1/proofs/qft_4/public_resynth_tensor_v3.verify.txt
qft_4,alphaq_tensor_v3_phase_slack,AlphaQ tensor-v3 phase-slack,public_resynth_tensor_v3_phase_slack,vendored-local,arithmetic,L,5,ok,not-run,results/public_resynth_tensor_v3_phase_slack/public_resynth_tensor_v3_phase_slack/qft_4/assembled.qasm,69,53,16,0.2318840579710145,40,23,17,525,883,0.06002265005662514,0.3897058823529412,54,53,1.0,0.3113207547169811,tensor-v3,ok,,phase-slack-v1,conservative,0.2,25.517105263157895,,,,ok,7.4605263157894735,25.517105263157895,0.8881578947368421,8.4,2.9671052631578947,8.6,3.4539473684210527,29.70394736842105,135,135,42,5670,451,43,19393,332,1,451,ok,semantic_role_k2,semantic-role,0.12,3.4285714285714284,0.45925925925925926,0.6226415094339622,3.42857142857;0.459259259259;0.622641509434;b36f9547d4621aec,525,19,0.4418604651162791,39,0.9069767441860465,1,136,136,5304,0.009992458521870286,0.0019047619047619048,0.7390476190476191,0.3684126666766886,ok,,ok,,684,43,53,611,11,676,0.01608187134502924,0.9883040935672515,43,1,2,202,510,177,0.7456140350877193,0.25877192982456143,42,2,0,185,right,510,177,0.7456140350877193,0.25877192982456143,ok,,ok,,1.079268292682927,0.09146341463414642,4.170731707317073,3.4539473684210527,True,True,True,True,equal,,results/verification/entrega1/proofs/qft_4/public_resynth_tensor_v3_phase_slack.verify.txt
qft_4,alphaq_final,AlphaQ-final,public_resynth_alphaq_final,vendored-local,arithmetic,L,5,ok,not-run,results/public_resynth_alphaq_final/public_resynth_alphaq_final/qft_4/assembled.qasm,69,67,2,0.028985507246376812,40,21,19,515,937,0.07150480256136606,0.43506493506493504,60,59,1.1355932203389831,0.3813559322033898,alphaq_final_pairwise_mlp_ranker,,,,,,24.66842105263158,4.241806399867203,0.04913361795275582,0.05,ok,6.419736842105263,24.66842105263158,0.7828947368421053,8.2,2.8684210526315788,8.6,3.388157894736842,29.138157894736842,110,119,41,4879,436,43,18748,332,1,436,,,,,,,,,515,20,0.46511627906976744,39,0.9069767441860465,1,129,129,5031,0.013317431922083085,0.001941747572815534,0.7475728155339806,0.36264316577028255,ok,,ok,,706,43,67,587,15,695,0.021246458923512748,0.9844192634560907,43,1,2,230,511,203,0.7237960339943342,0.28753541076487255,42,2,0,212,right,511,203,0.7237960339943342,0.28753541076487255,ok,,ok,,1.2378048780487805,0.25,4.304878048780488,3.388157894736842,True,True,True,True,equal,,results/verification/entrega1/proofs/qft_4/public_resynth_alphaq_final.verify.txt
