policy,source_split,target,selection_status,selected_objective,oracle_objective,exact_oracle_match,selected_tcount,selected_primary_nc_depth_ratio,selected_qasm_depth,selected_runtime_sec,baseline_tcount,baseline_primary_nc_depth_ratio,baseline_qasm_depth,baseline_runtime_sec,oracle_tcount,oracle_primary_nc_depth_ratio,oracle_qasm_depth,oracle_runtime_sec,tcount_ratio_vs_baseline,primary_ratio_vs_baseline,qasm_ratio_vs_baseline,runtime_ratio_vs_baseline,tcount_ratio_vs_oracle,qasm_ratio_vs_oracle
baseline_factor_count,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,True,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,True,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,external_article_core,hamming_weight_n4,ok,factor_count_pair_cap,factor_count,False,19.0,0.7567567567567568,167.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,0.8,1.0182926829268293,,1.0,1.0182926829268293
circuit_knn3,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,True,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,external_article_core,hamming_weight_n4,ok,mixed_pair,factor_count,False,20.0,0.8648648648648649,170.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0526315789473684,0.9142857142857144,1.0365853658536586,,1.0526315789473684,1.0365853658536586
circuit_softmax,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,True,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,external_article_core,hamming_weight_n4,ok,factor_count_pair_cap,factor_count,False,19.0,0.7567567567567568,167.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,0.8,1.0182926829268293,,1.0,1.0182926829268293
oracle_posthoc,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,True,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,19.0,0.9459459459459459,164.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,internal,hamming_weight_n5,ok,factor_count,factor_count_pair_cap,False,20.0,0.8536585365853658,182.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,1.0,1.0,,1.0526315789473684,1.011111111111111
best_fixed_loto,internal,hamming_weight_n5,ok,factor_count,factor_count_pair_cap,False,20.0,0.8536585365853658,182.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,1.0,1.0,,1.0526315789473684,1.011111111111111
circuit_1nn,internal,hamming_weight_n5,ok,mixed_pair,factor_count_pair_cap,False,20.0,0.8292682926829268,180.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,0.9714285714285714,0.989010989010989,,1.0526315789473684,1.0
circuit_knn3,internal,hamming_weight_n5,ok,factor_count,factor_count_pair_cap,False,20.0,0.8536585365853658,182.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,1.0,1.0,,1.0526315789473684,1.011111111111111
circuit_nearest_centroid,internal,hamming_weight_n5,ok,mixed_pair,factor_count_pair_cap,False,20.0,0.8292682926829268,180.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,0.9714285714285714,0.989010989010989,,1.0526315789473684,1.0
circuit_softmax,internal,hamming_weight_n5,ok,factor_count,factor_count_pair_cap,False,20.0,0.8536585365853658,182.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,1.0,1.0,,1.0526315789473684,1.011111111111111
shuffled_centroid_control,internal,hamming_weight_n5,ok,mixed_pair,factor_count_pair_cap,False,20.0,0.8292682926829268,180.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,1.0,0.9714285714285714,0.989010989010989,,1.0526315789473684,1.0
oracle_posthoc,internal,hamming_weight_n5,ok,factor_count_pair_cap,factor_count_pair_cap,True,19.0,0.8780487804878049,180.0,,20.0,0.8536585365853658,182.0,,19.0,0.8780487804878049,180.0,,0.95,1.0285714285714287,0.989010989010989,,1.0,1.0
baseline_factor_count,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,external_article_core,hamming_weight_n5,ok,mixed_pair,factor_count,False,20.0,0.8292682926829268,180.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0526315789473684,1.0625,1.005586592178771,,1.0526315789473684,1.005586592178771
circuit_knn3,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,external_article_core,hamming_weight_n5,ok,mixed_pair,factor_count,False,20.0,0.8292682926829268,180.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0526315789473684,1.0625,1.005586592178771,,1.0526315789473684,1.005586592178771
circuit_softmax,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
oracle_posthoc,external_article_core,hamming_weight_n5,ok,factor_count,factor_count,True,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,19.0,0.7804878048780488,179.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,external_article_extended,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,0.9056603773584906,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,1.0,1.0,,1.0,1.0238095238095237
best_fixed_loto,external_article_extended,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,0.9056603773584906,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,1.0,1.0,,1.0,1.0238095238095237
circuit_1nn,external_article_extended,hamming_weight_n6,ok,factor_count_pair_cap,factor_count_pair_cap,True,25.0,0.7547169811320755,168.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,0.8333333333333334,0.9767441860465116,,1.0,1.0
circuit_knn3,external_article_extended,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,0.9056603773584906,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,1.0,1.0,,1.0,1.0238095238095237
circuit_nearest_centroid,external_article_extended,hamming_weight_n6,ok,mixed_pair,factor_count_pair_cap,False,26.0,0.9245283018867925,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.04,1.0208333333333333,1.0,,1.04,1.0238095238095237
circuit_softmax,external_article_extended,hamming_weight_n6,ok,mixed_pair,factor_count_pair_cap,False,26.0,0.9245283018867925,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.04,1.0208333333333333,1.0,,1.04,1.0238095238095237
shuffled_centroid_control,external_article_extended,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,0.9056603773584906,172.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,1.0,1.0,,1.0,1.0238095238095237
oracle_posthoc,external_article_extended,hamming_weight_n6,ok,factor_count_pair_cap,factor_count_pair_cap,True,25.0,0.7547169811320755,168.0,,25.0,0.9056603773584906,172.0,,25.0,0.7547169811320755,168.0,,1.0,0.8333333333333334,0.9767441860465116,,1.0,1.0
baseline_factor_count,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,,173.0,,25.0,,173.0,,25.0,,168.0,,1.0,,1.0,,1.0,1.0297619047619047
best_fixed_loto,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,,173.0,,25.0,,173.0,,25.0,,168.0,,1.0,,1.0,,1.0,1.0297619047619047
circuit_1nn,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,factor_count_pair_cap,True,25.0,,168.0,,25.0,,173.0,,25.0,,168.0,,1.0,,0.9710982658959537,,1.0,1.0
circuit_knn3,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count,factor_count_pair_cap,False,25.0,,173.0,,25.0,,173.0,,25.0,,168.0,,1.0,,1.0,,1.0,1.0297619047619047
circuit_nearest_centroid,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,mixed_pair,factor_count_pair_cap,False,26.0,,172.0,,25.0,,173.0,,25.0,,168.0,,1.04,,0.9942196531791907,,1.04,1.0238095238095237
circuit_softmax,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,mixed_pair,factor_count_pair_cap,False,26.0,,172.0,,25.0,,173.0,,25.0,,168.0,,1.04,,0.9942196531791907,,1.04,1.0238095238095237
shuffled_centroid_control,external_journal_full_hamming_weight_n6,hamming_weight_n6,missing-selected-objective,frontier_pair,factor_count_pair_cap,,,,,,,,,,,,,,,,,,,
oracle_posthoc,external_journal_full_hamming_weight_n6,hamming_weight_n6,ok,factor_count_pair_cap,factor_count_pair_cap,True,25.0,,168.0,,25.0,,173.0,,25.0,,168.0,,1.0,,0.9710982658959537,,1.0,1.0
baseline_factor_count,external_article_extended,hamming_weight_n7,ok,factor_count,frontier_pair,False,34.0,1.0833333333333333,214.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,1.0,1.0,1.0,,1.2142857142857142,1.1088082901554404
best_fixed_loto,external_article_extended,hamming_weight_n7,ok,factor_count,frontier_pair,False,34.0,1.0833333333333333,214.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,1.0,1.0,1.0,,1.2142857142857142,1.1088082901554404
circuit_1nn,external_article_extended,hamming_weight_n7,ok,factor_count_pair_cap,frontier_pair,False,36.0,1.2833333333333334,221.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,1.0588235294117647,1.1846153846153848,1.0327102803738317,,1.2857142857142858,1.145077720207254
circuit_knn3,external_article_extended,hamming_weight_n7,ok,factor_count,frontier_pair,False,34.0,1.0833333333333333,214.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,1.0,1.0,1.0,,1.2142857142857142,1.1088082901554404
circuit_nearest_centroid,external_article_extended,hamming_weight_n7,ok,frontier_pair,frontier_pair,True,28.0,0.7333333333333333,193.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,0.8235294117647058,0.676923076923077,0.9018691588785047,,1.0,1.0
circuit_softmax,external_article_extended,hamming_weight_n7,ok,factor_count_pair_cap,frontier_pair,False,36.0,1.2833333333333334,221.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,1.0588235294117647,1.1846153846153848,1.0327102803738317,,1.2857142857142858,1.145077720207254
shuffled_centroid_control,external_article_extended,hamming_weight_n7,ok,frontier_pair,frontier_pair,True,28.0,0.7333333333333333,193.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,0.8235294117647058,0.676923076923077,0.9018691588785047,,1.0,1.0
oracle_posthoc,external_article_extended,hamming_weight_n7,ok,frontier_pair,frontier_pair,True,28.0,0.7333333333333333,193.0,,34.0,1.0833333333333333,214.0,,28.0,0.7333333333333333,193.0,,0.8235294117647058,0.676923076923077,0.9018691588785047,,1.0,1.0
baseline_factor_count,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,factor_count,True,26.0,,202.0,,26.0,,202.0,,26.0,,202.0,,1.0,,1.0,,1.0,1.0
best_fixed_loto,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,factor_count,True,26.0,,202.0,,26.0,,202.0,,26.0,,202.0,,1.0,,1.0,,1.0,1.0
circuit_1nn,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count_pair_cap,factor_count,False,28.0,,188.0,,26.0,,202.0,,26.0,,202.0,,1.0769230769230769,,0.9306930693069307,,1.0769230769230769,0.9306930693069307
circuit_knn3,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,factor_count,True,26.0,,202.0,,26.0,,202.0,,26.0,,202.0,,1.0,,1.0,,1.0,1.0
circuit_nearest_centroid,external_journal_full_hamming_weight_n7,hamming_weight_n7,missing-selected-objective,frontier_pair,factor_count,,,,,,,,,,,,,,,,,,,
circuit_softmax,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count_pair_cap,factor_count,False,28.0,,188.0,,26.0,,202.0,,26.0,,202.0,,1.0769230769230769,,0.9306930693069307,,1.0769230769230769,0.9306930693069307
shuffled_centroid_control,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count_pair_cap,factor_count,False,28.0,,188.0,,26.0,,202.0,,26.0,,202.0,,1.0769230769230769,,0.9306930693069307,,1.0769230769230769,0.9306930693069307
oracle_posthoc,external_journal_full_hamming_weight_n7,hamming_weight_n7,ok,factor_count,factor_count,True,26.0,,202.0,,26.0,,202.0,,26.0,,202.0,,1.0,,1.0,,1.0,1.0
baseline_factor_count,internal,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,internal,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,internal,mod_5_4,ok,mixed_pair,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_knn3,internal,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,internal,mod_5_4,ok,mixed_pair,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_softmax,internal,mod_5_4,ok,factor_count_pair_cap,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,internal,mod_5_4,missing-selected-objective,frontier_pair,factor_count,,,,,,,,,,,,,,,,,,,
oracle_posthoc,internal,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,external_article_core,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,external_article_core,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,external_article_core,mod_5_4,ok,mixed_pair,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_knn3,external_article_core,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,external_article_core,mod_5_4,ok,mixed_pair,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
circuit_softmax,external_article_core,mod_5_4,ok,factor_count_pair_cap,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,external_article_core,mod_5_4,ok,mixed_pair,factor_count,False,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
oracle_posthoc,external_article_core,mod_5_4,ok,factor_count,factor_count,True,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,7.0,0.1864406779661017,37.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,external_article_extended,mod_mult_55,ok,factor_count,mixed_pair,False,20.0,0.6767676767676768,257.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.0,1.0,1.0,,1.1111111111111112,1.0198412698412698
best_fixed_loto,external_article_extended,mod_mult_55,ok,factor_count,mixed_pair,False,20.0,0.6767676767676768,257.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.0,1.0,1.0,,1.1111111111111112,1.0198412698412698
circuit_1nn,external_article_extended,mod_mult_55,ok,factor_count,mixed_pair,False,20.0,0.6767676767676768,257.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.0,1.0,1.0,,1.1111111111111112,1.0198412698412698
circuit_knn3,external_article_extended,mod_mult_55,ok,factor_count,mixed_pair,False,20.0,0.6767676767676768,257.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.0,1.0,1.0,,1.1111111111111112,1.0198412698412698
circuit_nearest_centroid,external_article_extended,mod_mult_55,ok,factor_count_pair_cap,mixed_pair,False,28.0,0.6262626262626263,264.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.4,0.9253731343283582,1.027237354085603,,1.5555555555555556,1.0476190476190477
circuit_softmax,external_article_extended,mod_mult_55,ok,factor_count_pair_cap,mixed_pair,False,28.0,0.6262626262626263,264.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.4,0.9253731343283582,1.027237354085603,,1.5555555555555556,1.0476190476190477
shuffled_centroid_control,external_article_extended,mod_mult_55,ok,factor_count,mixed_pair,False,20.0,0.6767676767676768,257.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,1.0,1.0,1.0,,1.1111111111111112,1.0198412698412698
oracle_posthoc,external_article_extended,mod_mult_55,ok,mixed_pair,mixed_pair,True,18.0,0.5959595959595959,252.0,,20.0,0.6767676767676768,257.0,,18.0,0.5959595959595959,252.0,,0.9,0.880597014925373,0.980544747081712,,1.0,1.0
baseline_factor_count,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,mixed_pair,False,18.0,,268.0,,18.0,,268.0,,18.0,,252.0,,1.0,,1.0,,1.0,1.0634920634920635
best_fixed_loto,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,mixed_pair,False,18.0,,268.0,,18.0,,268.0,,18.0,,252.0,,1.0,,1.0,,1.0,1.0634920634920635
circuit_1nn,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,mixed_pair,False,18.0,,268.0,,18.0,,268.0,,18.0,,252.0,,1.0,,1.0,,1.0,1.0634920634920635
circuit_knn3,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count,mixed_pair,False,18.0,,268.0,,18.0,,268.0,,18.0,,252.0,,1.0,,1.0,,1.0,1.0634920634920635
circuit_nearest_centroid,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count_pair_cap,mixed_pair,False,28.0,,264.0,,18.0,,268.0,,18.0,,252.0,,1.5555555555555556,,0.9850746268656716,,1.5555555555555556,1.0476190476190477
circuit_softmax,external_journal_full_mod_mult_55,mod_mult_55,ok,factor_count_pair_cap,mixed_pair,False,28.0,,264.0,,18.0,,268.0,,18.0,,252.0,,1.5555555555555556,,0.9850746268656716,,1.5555555555555556,1.0476190476190477
shuffled_centroid_control,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,mixed_pair,True,18.0,,252.0,,18.0,,268.0,,18.0,,252.0,,1.0,,0.9402985074626866,,1.0,1.0
oracle_posthoc,external_journal_full_mod_mult_55,mod_mult_55,ok,mixed_pair,mixed_pair,True,18.0,,252.0,,18.0,,268.0,,18.0,,252.0,,1.0,,0.9402985074626866,,1.0,1.0
baseline_factor_count,internal,nc_tof_3,ok,factor_count,factor_count_pair_cap,False,13.0,0.675,164.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,1.0,1.0,,1.0,1.0186335403726707
best_fixed_loto,internal,nc_tof_3,ok,factor_count,factor_count_pair_cap,False,13.0,0.675,164.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,1.0,1.0,,1.0,1.0186335403726707
circuit_1nn,internal,nc_tof_3,ok,factor_count,factor_count_pair_cap,False,13.0,0.675,164.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,1.0,1.0,,1.0,1.0186335403726707
circuit_knn3,internal,nc_tof_3,ok,factor_count,factor_count_pair_cap,False,13.0,0.675,164.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,1.0,1.0,,1.0,1.0186335403726707
circuit_nearest_centroid,internal,nc_tof_3,ok,mixed_pair,factor_count_pair_cap,False,17.0,0.675,170.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.3076923076923077,1.0,1.0365853658536586,,1.3076923076923077,1.0559006211180124
circuit_softmax,internal,nc_tof_3,ok,factor_count,factor_count_pair_cap,False,13.0,0.675,164.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,1.0,1.0,,1.0,1.0186335403726707
shuffled_centroid_control,internal,nc_tof_3,ok,mixed_pair,factor_count_pair_cap,False,17.0,0.675,170.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.3076923076923077,1.0,1.0365853658536586,,1.3076923076923077,1.0559006211180124
oracle_posthoc,internal,nc_tof_3,ok,factor_count_pair_cap,factor_count_pair_cap,True,13.0,0.625,161.0,,13.0,0.675,164.0,,13.0,0.625,161.0,,1.0,0.9259259259259258,0.9817073170731707,,1.0,1.0
baseline_factor_count,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
best_fixed_loto,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
circuit_1nn,external_standard,nc_tof_4,ok,factor_count_pair_cap,factor_count,False,32.0,,248.0,,24.0,,243.0,,24.0,,243.0,,1.3333333333333333,,1.0205761316872428,,1.3333333333333333,1.0205761316872428
circuit_knn3,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
circuit_nearest_centroid,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
circuit_softmax,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
shuffled_centroid_control,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
oracle_posthoc,external_standard,nc_tof_4,ok,factor_count,factor_count,True,24.0,,243.0,,24.0,,243.0,,24.0,,243.0,,1.0,,1.0,,1.0,1.0
baseline_factor_count,external_night_long,nc_tof_4,ok,factor_count,mixed_pair,False,24.0,0.984375,243.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,1.0,1.0,,1.0,1.0125
best_fixed_loto,external_night_long,nc_tof_4,ok,factor_count,mixed_pair,False,24.0,0.984375,243.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,1.0,1.0,,1.0,1.0125
circuit_1nn,external_night_long,nc_tof_4,ok,factor_count_pair_cap,mixed_pair,False,32.0,1.25,248.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.3333333333333333,1.2698412698412698,1.0205761316872428,,1.3333333333333333,1.0333333333333334
circuit_knn3,external_night_long,nc_tof_4,ok,factor_count,mixed_pair,False,24.0,0.984375,243.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,1.0,1.0,,1.0,1.0125
circuit_nearest_centroid,external_night_long,nc_tof_4,ok,factor_count,mixed_pair,False,24.0,0.984375,243.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,1.0,1.0,,1.0,1.0125
circuit_softmax,external_night_long,nc_tof_4,ok,factor_count,mixed_pair,False,24.0,0.984375,243.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,1.0,1.0,,1.0,1.0125
shuffled_centroid_control,external_night_long,nc_tof_4,ok,factor_count_pair_cap,mixed_pair,False,32.0,1.25,248.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.3333333333333333,1.2698412698412698,1.0205761316872428,,1.3333333333333333,1.0333333333333334
oracle_posthoc,external_night_long,nc_tof_4,ok,mixed_pair,mixed_pair,True,24.0,0.796875,240.0,,24.0,0.984375,243.0,,24.0,0.796875,240.0,,1.0,0.8095238095238095,0.9876543209876543,,1.0,1.0
baseline_factor_count,external_article_core,nc_tof_4,ok,factor_count,frontier_pair,False,37.0,1.3125,252.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.0,1.0,1.0,,1.15625,1.0285714285714285
best_fixed_loto,external_article_core,nc_tof_4,ok,factor_count,frontier_pair,False,37.0,1.3125,252.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.0,1.0,1.0,,1.15625,1.0285714285714285
circuit_1nn,external_article_core,nc_tof_4,ok,factor_count_pair_cap,frontier_pair,False,32.0,1.25,248.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,0.8648648648648649,0.9523809523809523,0.9841269841269841,,1.0,1.0122448979591836
circuit_knn3,external_article_core,nc_tof_4,ok,factor_count,frontier_pair,False,37.0,1.3125,252.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.0,1.0,1.0,,1.15625,1.0285714285714285
circuit_nearest_centroid,external_article_core,nc_tof_4,ok,factor_count,frontier_pair,False,37.0,1.3125,252.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.0,1.0,1.0,,1.15625,1.0285714285714285
circuit_softmax,external_article_core,nc_tof_4,ok,factor_count,frontier_pair,False,37.0,1.3125,252.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.0,1.0,1.0,,1.15625,1.0285714285714285
