target,objective_variant,materializer,beam_width,synthesis,factor_order,target_strategy,tcount,tdepth,qasm_depth,num_total_cnots,primary_nc_depth_ratio,qasm_depth_ratio,structural_cost,candidate_dir,summary_path
gf_2pow2_mult,mixed_pair,selected-beam-shared-parity-w4,4,beam_shared_parity_network,greedy-cnot,max-change,17.0,5.0,99.0,36.0,0.8409090909090909,2.357142857142857,0.6904761904761905,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/gf_2pow2_mult/mixed_pair/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/gf_2pow2_mult/mixed_pair/selected-beam-shared-parity-w4/summary.json
gf_2pow2_mult,mixed_pair,selected-beam-shared-parity-w16,16,beam_shared_parity_network,greedy-cnot,max-change,17.0,4.0,100.0,34.0,0.8181818181818182,2.380952380952381,0.7142857142857143,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/gf_2pow2_mult/mixed_pair/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/gf_2pow2_mult/mixed_pair/selected-beam-shared-parity-w16/summary.json
hamming_weight_n4,factor_count,selected-shared-parity,,shared_parity_network,greedy-cnot,max-row-weight,23.0,4.0,200.0,66.0,1.162162162162162,5.882352941176471,6.69327731092437,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-shared-parity/summary.json
hamming_weight_n4,factor_count,selected-beam-shared-parity-w4,4,beam_shared_parity_network,greedy-cnot,max-row-weight,23.0,5.0,181.0,68.0,1.2162162162162162,5.323529411764706,6.012605042016807,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-beam-shared-parity-w4/summary.json
hamming_weight_n4,factor_count,selected-beam-shared-parity-w16,16,beam_shared_parity_network,greedy-cnot,max-row-weight,23.0,5.0,179.0,60.0,1.162162162162162,5.264705882352941,5.936974789915967,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count/selected-beam-shared-parity-w16/summary.json
hamming_weight_n4,factor_count_pair_cap,selected-shared-parity,,shared_parity_network,greedy-cnot,max-row-weight,21.0,3.0,189.0,62.0,1.2162162162162162,5.5588235294117645,6.73109243697479,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-shared-parity/summary.json
hamming_weight_n4,factor_count_pair_cap,selected-beam-shared-parity-w4,4,beam_shared_parity_network,greedy-cnot,max-row-weight,21.0,4.0,167.0,66.0,1.2162162162162162,4.911764705882353,5.861344537815126,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-beam-shared-parity-w4/summary.json
hamming_weight_n4,factor_count_pair_cap,selected-beam-shared-parity-w16,16,beam_shared_parity_network,greedy-cnot,max-row-weight,21.0,4.0,165.0,66.0,0.972972972972973,4.852941176470588,5.785714285714286,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
hamming_weight_n4,mixed_pair,selected-shared-parity,,shared_parity_network,greedy-cnot,max-row-weight,20.0,3.0,182.0,56.0,0.972972972972973,5.352941176470588,6.352941176470588,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-shared-parity/summary.json
hamming_weight_n4,mixed_pair,selected-beam-shared-parity-w4,4,beam_shared_parity_network,greedy-cnot,max-row-weight,20.0,4.0,173.0,46.0,0.8648648648648649,5.088235294117647,5.936974789915967,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-beam-shared-parity-w4/summary.json
hamming_weight_n4,mixed_pair,selected-beam-shared-parity-w16,16,beam_shared_parity_network,greedy-cnot,max-row-weight,20.0,4.0,173.0,44.0,0.8108108108108109,5.088235294117647,5.936974789915967,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n4/mixed_pair/selected-beam-shared-parity-w16/summary.json
hamming_weight_n5,factor_count,selected-shared-parity,,shared_parity_network,given,min-change,20.0,9.0,227.0,78.0,1.3658536585365855,5.973684210526316,6.907894736842105,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-shared-parity/summary.json
hamming_weight_n5,factor_count,selected-beam-shared-parity-w4,4,beam_shared_parity_network,given,min-change,20.0,4.0,184.0,66.0,1.1219512195121952,4.842105263157895,5.526315789473684,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-beam-shared-parity-w4/summary.json
hamming_weight_n5,factor_count,selected-beam-shared-parity-w16,16,beam_shared_parity_network,given,min-change,20.0,3.0,182.0,60.0,0.8536585365853658,4.7894736842105265,5.4605263157894735,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count/selected-beam-shared-parity-w16/summary.json
hamming_weight_n5,factor_count_pair_cap,selected-shared-parity,,shared_parity_network,given,min-change,19.0,6.0,207.0,66.0,1.1951219512195121,5.447368421052632,6.282894736842105,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-shared-parity/summary.json
hamming_weight_n5,factor_count_pair_cap,selected-beam-shared-parity-w4,4,beam_shared_parity_network,given,min-change,19.0,3.0,185.0,66.0,0.926829268292683,4.868421052631579,5.526315789473684,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-beam-shared-parity-w4/summary.json
hamming_weight_n5,factor_count_pair_cap,selected-beam-shared-parity-w16,16,beam_shared_parity_network,given,min-change,19.0,3.0,180.0,50.0,0.8780487804878049,4.7368421052631575,5.394736842105263,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/factor_count_pair_cap/selected-beam-shared-parity-w16/summary.json
hamming_weight_n5,mixed_pair,selected-shared-parity,,shared_parity_network,given,min-change,20.0,8.0,198.0,52.0,0.8536585365853658,5.2105263157894735,6.019736842105263,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-shared-parity/summary.json
hamming_weight_n5,mixed_pair,selected-beam-shared-parity-w4,4,beam_shared_parity_network,given,min-change,20.0,4.0,182.0,66.0,0.975609756097561,4.7894736842105265,5.526315789473684,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-beam-shared-parity-w4/summary.json
hamming_weight_n5,mixed_pair,selected-beam-shared-parity-w16,16,beam_shared_parity_network,given,min-change,20.0,3.0,180.0,60.0,0.8292682926829268,4.7368421052631575,5.4605263157894735,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-beam-shared-parity-w16,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/hamming_weight_n5/mixed_pair/selected-beam-shared-parity-w16/summary.json
barenco_tof_3,factor_count,selected-shared-parity,,shared_parity_network,greedy-cnot,max-change,13.0,4.0,196.0,50.0,0.660377358490566,3.843137254901961,5.584313725490196,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/barenco_tof_3/factor_count/selected-shared-parity,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/barenco_tof_3/factor_count/selected-shared-parity/summary.json
barenco_tof_3,factor_count,selected-beam-shared-parity-w4,4,beam_shared_parity_network,greedy-cnot,max-change,13.0,3.0,168.0,42.0,0.4339622641509434,3.2941176470588234,4.674509803921569,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/barenco_tof_3/factor_count/selected-beam-shared-parity-w4,/Users/caio/Deep-Learning/project/results/alphaq_objective_beam_policy_grid/barenco_tof_3/factor_count/selected-beam-shared-parity-w4/summary.json
