target,candidate_kind,synthesis,factor_order,target_strategy,status,reconstruction_ok,tcount,tdepth,qasm_depth,tcount_ratio,primary_nc_depth_ratio,alphaq_nc_core_depth_ratio,alphaq_dependency_core_depth_ratio,qasm_depth_ratio,zx_total_depth_ratio,structural_cost,structural_target_status,candidate_dir,summary_path
barenco_tof_3,milp_span_mixed_pair_pairo6_wfull,shared_parity_network,greedy-cnot,max-change,ok,True,23.0,5.0,186.0,0.8214285714285714,0.8113207547169812,0.47058823529411764,3.196078431372549,3.6470588235294117,4.283018867924528,5.113725490196078,ok,results/alphaq_shared_parity_study_expansion_pilot/barenco_tof_3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change,results/alphaq_shared_parity_study_expansion_pilot/barenco_tof_3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change/summary.json
nc_tof_3,milp_span_mixed_pair_pairo6_wfull,shared_parity_network,greedy-cnot,max-change,ok,True,17.0,5.0,186.0,0.8095238095238095,0.875,0.5263157894736842,4.315789473684211,4.894736842105263,5.275,6.042105263157895,ok,results/alphaq_shared_parity_study_expansion_pilot/nc_tof_3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change,results/alphaq_shared_parity_study_expansion_pilot/nc_tof_3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change/summary.json
cuccaro_adder_n3,milp_span_mixed_pair_pairo6_wfull,shared_parity_network,greedy-cnot,max-change,ok,True,19.0,5.0,223.0,0.4523809523809524,0.7272727272727273,0.3698630136986301,2.73972602739726,3.0547945205479454,3.311688311688312,3.131115459882583,ok,results/alphaq_shared_parity_study_expansion_pilot/cuccaro_adder_n3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change,results/alphaq_shared_parity_study_expansion_pilot/cuccaro_adder_n3_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change/summary.json
gf_2pow3_mult,milp_span_mixed_pair_pairo6_wfull,shared_parity_network,greedy-cnot,max-change,ok,True,35.0,5.0,235.0,0.5555555555555556,0.8541666666666666,0.6172839506172839,2.506172839506173,2.9012345679012346,3.5625,2.506172839506173,ok,results/alphaq_shared_parity_study_expansion_pilot/gf_2pow3_mult_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change,results/alphaq_shared_parity_study_expansion_pilot/gf_2pow3_mult_milp_span_mixed_pair_pairo6_wfull_greedy-cnot_max-change/summary.json
