source_csv,target,objective_variant,materializer,candidate_id,qasm_status,qasm_path,original_qasm_path,tcount,tdepth,qasm_depth,legacy_primary_nc_depth_ratio_input,legacy_structural_status_input,legacy_zx_split_status,legacy_zx_total_depth,legacy_zx_best_side,legacy_zx_best_clifford_depth,legacy_zx_best_nonclifford_depth,legacy_zx_best_clifford_fraction,legacy_zx_num_nonclifford_spiders,legacy_zx_left_closure_iters,legacy_zx_right_closure_iters,paper_zx_split_status,paper_zx_detector_variant,paper_zx_rewrite_status,paper_zx_total_depth,paper_zx_best_side,paper_zx_best_clifford_depth,paper_zx_best_nonclifford_depth,paper_zx_best_clifford_fraction,paper_zx_num_nonclifford_spiders,paper_zx_left_closure_iters,paper_zx_right_closure_iters,paper_zx_vertices_before_rewrite,paper_zx_vertices_after_rewrite,paper_zx_clifford_rewrite_rounds,paper_primary_nc_depth_ratio,paper_structural_target_status,legacy_zx_split_error,paper_zx_split_error
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,qft_4,conservative,qft_4:combo14,qft_4:combo14,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/qft_4/structural_combinations/combo14/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth/public_resynth_gadgets/qft_4/qft_4.qasm,67,21,515,1.2378048780487805,,ok,706,right,511,203,0.7237960339943342,67,1,2,ok,2504.16004-clifford,ok,121,tie,0,121,0.0,59,2,1,1610,228,1,1.0341880341880343,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,qft_4,conservative,qft_4:combo15,qft_4:combo15,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/qft_4/structural_combinations/combo15/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth/public_resynth_gadgets/qft_4/qft_4.qasm,67,27,555,1.4451219512195121,,ok,744,right,513,237,0.6895161290322581,67,1,3,ok,2504.16004-clifford,ok,129,tie,0,129,0.0,61,2,1,1692,238,1,1.1025641025641026,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo0,vbe_adder_3:combo0,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo0/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,8,396,1.83,,ok,441,right,262,183,0.5941043083900227,19,1,2,ok,2504.16004-clifford,ok,50,tie,0,50,0.0,19,1,1,993,81,1,0.43103448275862066,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo1,vbe_adder_3:combo1,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo1/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,10,478,2.41,,ok,555,right,314,241,0.5657657657657658,19,1,2,ok,2504.16004-clifford,ok,50,tie,0,50,0.0,19,2,1,1205,80,1,0.43103448275862066,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo2,vbe_adder_3:combo2,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo2/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,8,375,1.6,,ok,429,right,275,160,0.6410256410256411,19,1,2,ok,2504.16004-clifford,ok,50,tie,0,50,0.0,19,2,1,974,82,1,0.43103448275862066,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo3,vbe_adder_3:combo3,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo3/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,8,398,1.88,,ok,447,right,262,188,0.5861297539149888,19,1,2,ok,2504.16004-clifford,ok,52,tie,0,52,0.0,19,2,1,1005,82,1,0.4482758620689655,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo4,vbe_adder_3:combo4,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo4/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,8,436,2.12,,ok,479,right,270,212,0.5636743215031316,19,1,2,ok,2504.16004-clifford,ok,51,tie,0,51,0.0,19,1,1,1069,83,1,0.4396551724137931,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo5,vbe_adder_3:combo5,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo5/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,10,373,1.58,,ok,425,right,268,158,0.6305882352941177,19,1,3,ok,2504.16004-clifford,ok,53,tie,0,53,0.0,19,1,1,963,83,1,0.45689655172413796,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo6,vbe_adder_3:combo6,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo6/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,8,404,1.86,,ok,464,right,278,186,0.5991379310344828,19,1,3,ok,2504.16004-clifford,ok,54,tie,0,54,0.0,19,1,1,1021,82,1,0.46551724137931033,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo7,vbe_adder_3:combo7,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo7/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,10,401,1.93,,ok,439,right,247,193,0.5626423690205011,19,1,2,ok,2504.16004-clifford,ok,54,tie,0,54,0.0,19,2,1,964,83,1,0.46551724137931033,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo8,vbe_adder_3:combo8,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo8/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,19,10,447,2.19,,ok,479,right,267,219,0.55741127348643,19,1,2,ok,2504.16004-clifford,ok,52,tie,0,52,0.0,19,2,1,1052,81,1,0.4482758620689655,ok,,
/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/candidate_frontier.csv,vbe_adder_3,conservative,vbe_adder_3:combo9,vbe_adder_3:combo9,ok,/home/CIN/cacl2/Deep-Learning/project/results/archive/old_experiments/public_resynth_tensor_v3_phase_slack_expanded/public_resynth_tensor_v3_phase_slack/vbe_adder_3/structural_combinations/combo9/assembled.qasm,/home/CIN/cacl2/Deep-Learning/project/results/alphaq_decomposition_objective_external_validation/vbe_adder_3/factor_count/shared-parity/vbe_adder_3.qasm,21,7,323,1.37,,ok,386,right,250,137,0.6476683937823834,21,1,2,ok,2504.16004-clifford,ok,54,tie,0,54,0.0,20,2,1,868,88,1,0.46551724137931033,ok,,
