circuit_id,method,status,selection_objective,selection_status,selection_error,source_candidate_id,predicted_primary_nc_depth_ratio,prediction_std,prediction_tolerance,prediction_margin_from_best,structural_cost,primary_nc_depth_ratio,zx_total_depth_ratio,qasm_depth_ratio,tcount_ratio,tcount_after_selection,tdepth_after_selection,combo_index,assembled_qasm_path,model_json,error
cuccaro_adder_n3,public_resynth_reranker,ok,mlp_reranker,ok,,cuccaro_adder_n3:combo0,1.0682442010357922,0.03480816919334076,0.1,0.0,0.9090909090909091,0.9090909090909091,3.324675324675325,3.315068493150685,0.3333333333333333,14,4,0,/Users/caio/Deep-Learning/project/results/public_resynth_reranker/public_resynth_reranker/cuccaro_adder_n3/assembled.qasm,/Users/caio/Deep-Learning/project/results/models/alphatensor_structural_reranker.json,
gf_2pow2_mult,public_resynth_reranker,ok,mlp_reranker,ok,,gf_2pow2_mult:combo7,1.8210865948624269,0.02123627049814871,0.1,0.09037976527200842,1.7272727272727273,1.7272727272727273,3.7954545454545454,3.4523809523809526,0.6071428571428571,17,12,7,/Users/caio/Deep-Learning/project/results/public_resynth_reranker/public_resynth_reranker/gf_2pow2_mult/assembled.qasm,/Users/caio/Deep-Learning/project/results/models/alphatensor_structural_reranker.json,
mod_5_4,public_resynth_reranker,ok,mlp_reranker,ok,,mod_5_4:combo1,0.3757976764689994,0.021745941572522638,0.1,0.0,0.3728813559322034,0.3728813559322034,1.2203389830508475,1.0,0.25,7,4,1,/Users/caio/Deep-Learning/project/results/public_resynth_reranker/public_resynth_reranker/mod_5_4/assembled.qasm,/Users/caio/Deep-Learning/project/results/models/alphatensor_structural_reranker.json,
qft_4,public_resynth_reranker,ok,mlp_reranker,ok,,qft_4:combo5,1.1813045090651362,0.00898533990222212,0.1,0.05911614931348397,1.079268292682927,1.079268292682927,4.170731707317073,3.4539473684210527,0.7681159420289855,53,23,5,/Users/caio/Deep-Learning/project/results/public_resynth_reranker/public_resynth_reranker/qft_4/assembled.qasm,/Users/caio/Deep-Learning/project/results/models/alphatensor_structural_reranker.json,
vbe_adder_3,public_resynth_reranker,ok,mlp_reranker,ok,,vbe_adder_3:combo9,1.2060059524065667,0.037324539498913005,0.1,0.0,1.37,1.37,3.86,3.329896907216495,0.3,21,7,9,/Users/caio/Deep-Learning/project/results/public_resynth_reranker/public_resynth_reranker/vbe_adder_3/assembled.qasm,/Users/caio/Deep-Learning/project/results/models/alphatensor_structural_reranker.json,
